item_id,taxon_name,original_feature_id,rank,true_group,metadata_effect,log2fc_ref
item_091,Faecalibacterium synthetic_species_002,synthetic_feature_091,species,healthy_enriched,-0.9709414,-0.12851545
item_092,Ruminococcus synthetic_species_012,synthetic_feature_092,species,neutral,0.67269987,0.050573908
item_093,Ruminococcus synthetic_species_013,synthetic_feature_093,species,neutral,0.0,-0.08168175
item_094,Blautia synthetic_species_009,synthetic_feature_094,species,neutral,0.0,-0.051853634
item_095,Clostridium synthetic_species_012,synthetic_feature_095,species,neutral,0.0,0.021040957
item_096,Collinsella synthetic_species_004,synthetic_feature_096,species,neutral,-0.5967066,0.3345679
item_097,Dorea synthetic_species_009,synthetic_feature_097,species,neutral,0.0,-0.03625925
item_098,Collinsella synthetic_species_005,synthetic_feature_098,species,neutral,-0.31420448,0.089538254
item_099,Prevotella synthetic_species_010,synthetic_feature_099,species,neutral,0.0,0.09255295
item_100,Prevotella synthetic_species_011,synthetic_feature_100,species,neutral,0.0,-0.13886112
item_101,Blautia synthetic_species_010,synthetic_feature_101,species,neutral,0.0,0.07947827
item_102,Oscillibacter synthetic_species_006,synthetic_feature_102,species,neutral,0.0,0.11731842
item_103,Collinsella synthetic_species_006,synthetic_feature_103,species,neutral,0.0,0.15105279
item_104,Bacteroides synthetic_species_004,synthetic_feature_104,species,neutral,0.41439942,0.09763273
item_105,Akkermansia synthetic_species_003,synthetic_feature_105,species,healthy_enriched,-0.6072525,-0.24097648
item_106,Ruminococcus synthetic_species_014,synthetic_feature_106,species,neutral,0.0,0.08960565
item_107,Solobacterium synthetic_species_003,synthetic_feature_107,species,CRC_enriched,0.8028564,0.25772217
item_108,Oscillibacter synthetic_species_007,synthetic_feature_108,species,neutral,0.0,-0.2166589
item_109,Subdoligranulum synthetic_species_011,synthetic_feature_109,species,neutral,0.0,-0.024380626
item_110,Prevotella synthetic_species_012,synthetic_feature_110,species,neutral,0.45625362,0.03474742
item_111,Prevotella synthetic_species_013,synthetic_feature_111,species,neutral,0.5132301,0.0059354496
item_112,Blautia synthetic_species_011,synthetic_feature_112,species,neutral,0.0,0.055750277
item_113,Clostridium synthetic_species_013,synthetic_feature_113,species,neutral,0.0,0.23229708
item_114,Oscillibacter synthetic_species_008,synthetic_feature_114,species,neutral,0.0,0.012380385
item_115,Collinsella synthetic_species_007,synthetic_feature_115,species,neutral,0.0,0.12211043
item_116,Prevotella synthetic_species_014,synthetic_feature_116,species,neutral,0.0,0.0047521284
item_117,Clostridium synthetic_species_014,synthetic_feature_117,species,neutral,0.0,0.054280378
item_118,Blautia synthetic_species_012,synthetic_feature_118,species,neutral,0.0,0.18789813
item_119,Dorea synthetic_species_010,synthetic_feature_119,species,neutral,0.0,-0.04500121
item_120,Blautia synthetic_species_013,synthetic_feature_120,species,neutral,0.0,-0.03049956
item_121,Alistipes synthetic_species_009,synthetic_feature_121,species,neutral,0.0,0.12852664
item_122,Oscillibacter synthetic_species_009,synthetic_feature_122,species,neutral,0.0,-0.06910181
item_123,Bacteroides synthetic_species_005,synthetic_feature_123,species,neutral,0.0,0.0031138228
item_124,Oscillibacter synthetic_species_010,synthetic_feature_124,species,neutral,0.0,-0.0010276183
item_125,Oscillibacter synthetic_species_011,synthetic_feature_125,species,neutral,0.0,-0.1677548
item_126,Blautia synthetic_species_014,synthetic_feature_126,species,neutral,0.0,0.013699723
item_127,Oscillibacter synthetic_species_012,synthetic_feature_127,species,neutral,0.0,-0.10938874
item_128,Subdoligranulum synthetic_species_012,synthetic_feature_128,species,neutral,0.0,-0.0041971444
item_129,Prevotella synthetic_species_015,synthetic_feature_129,species,neutral,0.0,-0.08920157
item_130,Collinsella synthetic_species_008,synthetic_feature_130,species,neutral,0.0,0.0058128103
item_131,Coprococcus synthetic_species_001,synthetic_feature_131,species,healthy_enriched,0.0,-0.30782458
item_132,Subdoligranulum synthetic_species_013,synthetic_feature_132,species,neutral,0.0,0.015553552
item_133,Clostridium synthetic_species_015,synthetic_feature_133,species,neutral,0.0,-0.036550183
item_134,Collinsella synthetic_species_009,synthetic_feature_134,species,neutral,0.0,0.09415148
item_135,Collinsella synthetic_species_010,synthetic_feature_135,species,neutral,0.0,-0.14239803
item_136,Prevotella synthetic_species_016,synthetic_feature_136,species,neutral,0.0,-0.16106203
item_137,Ruminococcus synthetic_species_015,synthetic_feature_137,species,neutral,0.0,0.1673647
item_138,Dorea synthetic_species_011,synthetic_feature_138,species,neutral,-0.37940875,-0.13933298
item_139,Oscillibacter synthetic_species_013,synthetic_feature_139,species,neutral,0.0,0.069783755
item_140,Oscillibacter synthetic_species_014,synthetic_feature_140,species,neutral,0.0,-0.035874043
item_141,Blautia synthetic_species_015,synthetic_feature_141,species,neutral,0.0,-0.012860659
item_142,Fusobacterium synthetic_species_001,synthetic_feature_142,species,CRC_enriched,0.0,0.24184076
item_143,Clostridium synthetic_species_016,synthetic_feature_143,species,neutral,0.0,0.10247731
item_144,Dorea synthetic_species_012,synthetic_feature_144,species,neutral,0.0,-0.08793171
item_145,Blautia synthetic_species_016,synthetic_feature_145,species,neutral,0.0,0.122485526
item_146,Dorea synthetic_species_013,synthetic_feature_146,species,neutral,0.0,0.13430943
item_147,Clostridium synthetic_species_017,synthetic_feature_147,species,neutral,0.0,0.0577201
item_148,Roseburia synthetic_species_002,synthetic_feature_148,species,healthy_enriched,-0.86028475,-0.16382441
item_149,Roseburia synthetic_species_003,synthetic_feature_149,species,healthy_enriched,-0.70662075,-0.31446895
item_150,Roseburia synthetic_species_004,synthetic_feature_150,species,healthy_enriched,0.0,-0.19021028
item_151,Subdoligranulum synthetic_species_014,synthetic_feature_151,species,neutral,0.0,0.101350896
item_152,Bacteroides synthetic_species_006,synthetic_feature_152,species,neutral,0.0,-0.05763718
item_153,Alistipes synthetic_species_010,synthetic_feature_153,species,neutral,0.0,0.051759906
item_154,Ruminococcus synthetic_species_016,synthetic_feature_154,species,neutral,0.0,0.11512924
item_155,Oscillibacter synthetic_species_015,synthetic_feature_155,species,neutral,0.0,-0.023563398
item_156,Ruminococcus synthetic_species_017,synthetic_feature_156,species,neutral,0.30925608,0.008679087
item_157,Oscillibacter synthetic_species_016,synthetic_feature_157,species,neutral,0.0,-0.14065053
item_158,Akkermansia synthetic_species_004,synthetic_feature_158,species,healthy_enriched,0.0,-0.2974558
item_159,Blautia synthetic_species_017,synthetic_feature_159,species,neutral,0.0,0.12198669
item_160,Ruminococcus synthetic_species_018,synthetic_feature_160,species,neutral,0.0,-0.15841722
item_161,Collinsella synthetic_species_011,synthetic_feature_161,species,neutral,0.0,0.0789842
item_162,Blautia synthetic_species_018,synthetic_feature_162,species,neutral,0.0,0.0068093804
item_163,Prevotella synthetic_species_017,synthetic_feature_163,species,neutral,0.0,-0.023174139
item_164,Oscillibacter synthetic_species_017,synthetic_feature_164,species,neutral,0.0,0.061008707
item_165,Dorea synthetic_species_014,synthetic_feature_165,species,neutral,0.0,0.020274818
item_166,Oscillibacter synthetic_species_018,synthetic_feature_166,species,neutral,0.0,0.0059649087
item_167,Blautia synthetic_species_019,synthetic_feature_167,species,neutral,0.0,0.033094607
item_168,Oscillibacter synthetic_species_019,synthetic_feature_168,species,neutral,0.0,0.033831965
item_169,Bacteroides synthetic_species_007,synthetic_feature_169,species,neutral,0.0,0.033129398
item_170,Bacteroides synthetic_species_008,synthetic_feature_170,species,neutral,0.0,0.2561652
item_171,Faecalibacterium synthetic_species_003,synthetic_feature_171,species,healthy_enriched,0.0,-0.303853
item_172,Oscillibacter synthetic_species_020,synthetic_feature_172,species,neutral,-0.5327321,-0.065952934
item_173,Subdoligranulum synthetic_species_015,synthetic_feature_173,species,neutral,0.0,0.060291547
item_174,Subdoligranulum synthetic_species_016,synthetic_feature_174,species,neutral,0.0,0.26360777
item_175,Eubacterium synthetic_species_003,synthetic_feature_175,species,healthy_enriched,0.0,-0.24293977
item_176,Alistipes synthetic_species_011,synthetic_feature_176,species,neutral,0.34212965,0.25243807
item_177,Ruminococcus synthetic_species_019,synthetic_feature_177,species,neutral,0.0,-0.09439274
item_178,Campylobacter synthetic_species_001,synthetic_feature_178,species,CRC_enriched,0.0,0.15639791
item_179,Alistipes synthetic_species_012,synthetic_feature_179,species,neutral,0.0,-0.0877164
item_180,Collinsella synthetic_species_012,synthetic_feature_180,species,neutral,0.0,0.10447318
item_181,Blautia synthetic_species_020,synthetic_feature_181,species,neutral,0.0,-0.17537566
item_182,Peptostreptococcus synthetic_species_002,synthetic_feature_182,species,CRC_enriched,0.0,0.19263566
item_183,Porphyromonas synthetic_species_001,synthetic_feature_183,species,CRC_enriched,0.0,0.2854495
item_184,Blautia synthetic_species_021,synthetic_feature_184,species,neutral,-0.6403908,0.009878836
item_185,Bifidobacterium synthetic_species_003,synthetic_feature_185,species,healthy_enriched,-0.94352484,-0.006158064
item_186,Parvimonas synthetic_species_002,synthetic_feature_186,species,CRC_enriched,0.59797746,0.34232578
item_187,Collinsella synthetic_species_013,synthetic_feature_187,species,neutral,0.0,0.054217935
item_188,Parvimonas synthetic_species_003,synthetic_feature_188,species,CRC_enriched,0.0,0.23585778
item_189,Bacteroides synthetic_species_009,synthetic_feature_189,species,neutral,0.0,-0.18036602
item_190,Blautia synthetic_species_022,synthetic_feature_190,species,neutral,0.0,0.01877391
item_191,Dorea synthetic_species_015,synthetic_feature_191,species,neutral,0.0,-0.11554521
item_192,Alistipes synthetic_species_013,synthetic_feature_192,species,neutral,-0.69967026,0.0042696805
item_193,Bacteroides synthetic_species_010,synthetic_feature_193,species,neutral,0.0,-0.022775462
item_194,Subdoligranulum synthetic_species_017,synthetic_feature_194,species,neutral,0.0,0.09647775
item_195,Oscillibacter synthetic_species_021,synthetic_feature_195,species,neutral,0.0,0.03973419
item_196,Subdoligranulum synthetic_species_018,synthetic_feature_196,species,neutral,0.0,0.00636392
item_197,Prevotella synthetic_species_018,synthetic_feature_197,species,neutral,-0.6669772,0.16345006
item_198,Bacteroides synthetic_species_011,synthetic_feature_198,species,neutral,0.0,0.18107535
item_199,Alistipes synthetic_species_014,synthetic_feature_199,species,neutral,0.0,0.11080379
item_200,Prevotella synthetic_species_019,synthetic_feature_200,species,neutral,0.0,0.05548485
item_201,Dorea synthetic_species_016,synthetic_feature_201,species,neutral,0.0,-0.04775678
item_202,Blautia synthetic_species_023,synthetic_feature_202,species,neutral,0.0,0.06732554
item_203,Prevotella synthetic_species_020,synthetic_feature_203,species,neutral,0.0,-0.02283181
item_204,Ruminococcus synthetic_species_020,synthetic_feature_204,species,neutral,-0.6817235,-0.05459376
item_205,Collinsella synthetic_species_014,synthetic_feature_205,species,neutral,0.0,-0.066032514
item_206,Eubacterium synthetic_species_004,synthetic_feature_206,species,healthy_enriched,-0.61822623,-0.06279871
item_207,Dorea synthetic_species_017,synthetic_feature_207,species,neutral,0.0,0.010382464
item_208,Collinsella synthetic_species_015,synthetic_feature_208,species,neutral,0.39656192,0.027277328
item_209,Subdoligranulum synthetic_species_019,synthetic_feature_209,species,neutral,-0.7392511,-0.03903332
item_210,Ruminococcus synthetic_species_021,synthetic_feature_210,species,neutral,0.0,0.02820505
item_211,Bacteroides synthetic_species_012,synthetic_feature_211,species,neutral,0.0,0.045616865
item_212,Oscillibacter synthetic_species_022,synthetic_feature_212,species,neutral,0.0,0.047265723
item_213,Collinsella synthetic_species_016,synthetic_feature_213,species,neutral,-0.30392444,0.07797713
item_214,Dorea synthetic_species_018,synthetic_feature_214,species,neutral,0.68894833,0.1002159
item_215,Clostridium synthetic_species_018,synthetic_feature_215,species,neutral,0.0,-0.0069114855
item_216,Subdoligranulum synthetic_species_020,synthetic_feature_216,species,neutral,0.0,0.009018043
item_217,Prevotella synthetic_species_021,synthetic_feature_217,species,neutral,-0.36888131,0.04206144
item_218,Oscillibacter synthetic_species_023,synthetic_feature_218,species,neutral,0.0,0.05543156
item_219,Blautia synthetic_species_024,synthetic_feature_219,species,neutral,0.0,0.03280413
item_220,Collinsella synthetic_species_017,synthetic_feature_220,species,neutral,0.0,-0.034617744
item_221,Bifidobacterium synthetic_species_004,synthetic_feature_221,species,healthy_enriched,0.0,-0.28181824
item_222,Ruminococcus synthetic_species_022,synthetic_feature_222,species,neutral,0.0,0.15965256
item_223,Bifidobacterium synthetic_species_005,synthetic_feature_223,species,healthy_enriched,-0.5882125,-0.24981397
item_224,Collinsella synthetic_species_018,synthetic_feature_224,species,neutral,0.0,-0.17537284
item_225,Subdoligranulum synthetic_species_021,synthetic_feature_225,species,neutral,0.0,0.13721241
item_226,Porphyromonas synthetic_species_002,synthetic_feature_226,species,CRC_enriched,0.0,0.25832132
item_227,Clostridium synthetic_species_019,synthetic_feature_227,species,neutral,0.0,0.18765593
item_228,Dorea synthetic_species_019,synthetic_feature_228,species,neutral,0.0,0.10885
item_229,Ruminococcus synthetic_species_023,synthetic_feature_229,species,neutral,0.0,-0.0149883125
item_230,Ruminococcus synthetic_species_024,synthetic_feature_230,species,neutral,0.0,-0.012021313
item_231,Morganella synthetic_species_001,synthetic_feature_231,species,CRC_enriched,0.0,0.30742222
item_232,Oscillibacter synthetic_species_024,synthetic_feature_232,species,neutral,0.0,-0.13700129
item_233,Alistipes synthetic_species_015,synthetic_feature_233,species,neutral,0.0,0.058429122
item_234,Oscillibacter synthetic_species_025,synthetic_feature_234,species,neutral,0.0,0.054892257
item_235,Collinsella synthetic_species_019,synthetic_feature_235,species,neutral,0.0,0.15135323
item_236,Fusobacterium synthetic_species_002,synthetic_feature_236,species,CRC_enriched,0.8209049,0.23446794
item_237,Clostridium synthetic_species_020,synthetic_feature_237,species,neutral,0.0,-0.15655485
item_238,Prevotella synthetic_species_022,synthetic_feature_238,species,neutral,0.0,0.15672857
item_239,Oscillibacter synthetic_species_026,synthetic_feature_239,species,neutral,0.0,0.14593308
item_240,Dorea synthetic_species_020,synthetic_feature_240,species,neutral,0.0,0.10426265
item_241,Subdoligranulum synthetic_species_022,synthetic_feature_241,species,neutral,0.0,-0.009835516
item_242,Dorea synthetic_species_021,synthetic_feature_242,species,neutral,0.0,0.067563854
item_243,Bacteroides synthetic_species_013,synthetic_feature_243,species,neutral,0.0,0.19748668
item_244,Clostridium synthetic_species_021,synthetic_feature_244,species,neutral,0.0,0.06324102
item_245,Clostridium synthetic_species_022,synthetic_feature_245,species,neutral,0.0,-0.009079008
item_246,Ruminococcus synthetic_species_025,synthetic_feature_246,species,neutral,0.0,0.008508126
item_247,Roseburia synthetic_species_005,synthetic_feature_247,species,healthy_enriched,0.0,-0.30280715
item_248,Oscillibacter synthetic_species_027,synthetic_feature_248,species,neutral,0.0,-0.04800933
item_249,Campylobacter synthetic_species_002,synthetic_feature_249,species,CRC_enriched,0.9017681,0.11814265
item_250,Alistipes synthetic_species_016,synthetic_feature_250,species,neutral,0.0,0.03358667
item_251,Solobacterium synthetic_species_004,synthetic_feature_251,species,CRC_enriched,0.9243389,0.20863119
item_252,Parvimonas synthetic_species_004,synthetic_feature_252,species,CRC_enriched,0.8940873,0.26422954
item_253,Prevotella synthetic_species_023,synthetic_feature_253,species,neutral,-0.68072546,0.038876634
item_254,Blautia synthetic_species_025,synthetic_feature_254,species,neutral,0.0,0.17573942
item_255,Oscillibacter synthetic_species_028,synthetic_feature_255,species,neutral,0.0,0.03379215
item_256,Morganella synthetic_species_002,synthetic_feature_256,species,CRC_enriched,0.9654127,0.16568172
item_257,Dorea synthetic_species_022,synthetic_feature_257,species,neutral,0.0,-0.012690443
item_258,Prevotella synthetic_species_024,synthetic_feature_258,species,neutral,-0.50408626,-0.0037241855
item_259,Collinsella synthetic_species_020,synthetic_feature_259,species,neutral,-0.4762463,0.014659537
item_260,Blautia synthetic_species_026,synthetic_feature_260,species,neutral,0.0,-0.047906026
item_261,Morganella synthetic_species_003,synthetic_feature_261,species,CRC_enriched,0.9983344,0.34467855
item_262,Prevotella synthetic_species_025,synthetic_feature_262,species,neutral,0.0,0.022952754
item_263,Blautia synthetic_species_027,synthetic_feature_263,species,neutral,-0.4316877,0.040494584
item_264,Collinsella synthetic_species_021,synthetic_feature_264,species,neutral,0.0,0.1976704
item_265,Collinsella synthetic_species_022,synthetic_feature_265,species,neutral,0.0,0.37930524
item_266,Bacteroides synthetic_species_014,synthetic_feature_266,species,neutral,0.0,-0.27572942
item_267,Bacteroides synthetic_species_015,synthetic_feature_267,species,neutral,-0.5906029,0.061077453
item_268,Blautia synthetic_species_028,synthetic_feature_268,species,neutral,0.0,-0.023516899
item_269,Prevotella synthetic_species_026,synthetic_feature_269,species,neutral,0.0,-0.006143901
item_270,Blautia synthetic_species_029,synthetic_feature_270,species,neutral,0.0,0.16713051
item_271,Fusobacterium synthetic_species_003,synthetic_feature_271,species,CRC_enriched,0.0,0.30955184
item_272,Oscillibacter synthetic_species_029,synthetic_feature_272,species,neutral,0.0,0.09346479
item_273,Ruminococcus synthetic_species_026,synthetic_feature_273,species,neutral,0.0,0.03096444
item_274,Dorea synthetic_species_023,synthetic_feature_274,species,neutral,0.0,-0.011712743
item_275,Ruminococcus synthetic_species_027,synthetic_feature_275,species,neutral,0.686361,0.061345316
item_276,Dorea synthetic_species_024,synthetic_feature_276,species,neutral,0.0,0.10113926
item_277,Collinsella synthetic_species_023,synthetic_feature_277,species,neutral,0.0,0.21356556
item_278,Blautia synthetic_species_030,synthetic_feature_278,species,neutral,0.0,0.1883258
item_279,Blautia synthetic_species_031,synthetic_feature_279,species,neutral,0.0,-0.09843675
item_280,Subdoligranulum synthetic_species_023,synthetic_feature_280,species,neutral,0.0,0.0975649
item_281,Prevotella synthetic_species_027,synthetic_feature_281,species,neutral,0.0,-0.14169158
item_282,Oscillibacter synthetic_species_030,synthetic_feature_282,species,neutral,0.0,0.28305018
item_283,Agathobacter synthetic_species_002,synthetic_feature_283,species,healthy_enriched,0.0,-0.45154235
item_284,Eubacterium synthetic_species_005,synthetic_feature_284,species,healthy_enriched,0.0,-0.17319551
item_285,Subdoligranulum synthetic_species_024,synthetic_feature_285,species,neutral,0.0,-0.100955404
item_286,Clostridium synthetic_species_023,synthetic_feature_286,species,neutral,0.0,0.015218169
item_287,Prevotella synthetic_species_028,synthetic_feature_287,species,neutral,0.69583344,-0.047736693
item_288,Prevotella synthetic_species_029,synthetic_feature_288,species,neutral,0.0,0.04823391
item_289,Coprococcus synthetic_species_002,synthetic_feature_289,species,healthy_enriched,-0.74788755,-0.2878364
item_290,Clostridium synthetic_species_024,synthetic_feature_290,species,neutral,0.32215866,-0.023598887
item_291,Bacteroides synthetic_species_016,synthetic_feature_291,species,neutral,0.0,-0.08236915
item_292,Blautia synthetic_species_032,synthetic_feature_292,species,neutral,0.0,0.13587756
item_293,Collinsella synthetic_species_024,synthetic_feature_293,species,neutral,0.0,-0.13012767
item_294,Subdoligranulum synthetic_species_025,synthetic_feature_294,species,neutral,0.0,0.038538426
item_295,Clostridium synthetic_species_025,synthetic_feature_295,species,neutral,0.0,0.021791954
item_296,Subdoligranulum synthetic_species_026,synthetic_feature_296,species,neutral,0.38009432,0.068377465
item_297,Bacteroides synthetic_species_017,synthetic_feature_297,species,neutral,0.0,-0.024783071
item_298,Clostridium synthetic_species_026,synthetic_feature_298,species,neutral,0.0,0.040970586
item_299,Ruminococcus synthetic_species_028,synthetic_feature_299,species,neutral,0.0,-0.061517138
