item_id,taxon_name,T,taxon_direction,true_group,S,F
item_095,Clostridium synthetic_species_012,0.504471064,CRC_enriched,neutral,0.515597105,0.455477118
item_096,Collinsella synthetic_species_004,0.570439875,neutral,neutral,0.469351947,0.543752253
item_097,Dorea synthetic_species_009,0.492295772,neutral,neutral,0.516352355,0.401269704
item_098,Collinsella synthetic_species_005,0.51901418,CRC_enriched,neutral,0.471303433,0.480135202
item_099,Prevotella synthetic_species_010,0.51965344,CRC_enriched,neutral,0.483589441,0.674240887
item_100,Prevotella synthetic_species_011,0.470539331,healthy_enriched,neutral,0.495788664,0.600782692
item_101,Blautia synthetic_species_010,0.516880274,CRC_enriched,neutral,0.480697274,0.57924068
item_102,Oscillibacter synthetic_species_006,0.524901628,neutral,neutral,0.481723577,0.283125728
item_103,Collinsella synthetic_species_006,0.532037795,neutral,neutral,0.506823659,0.593610883
item_104,Bacteroides synthetic_species_004,0.520730495,neutral,neutral,0.51824975,0.545737326
item_105,Akkermansia synthetic_species_003,0.449038863,neutral,healthy_enriched,0.493960679,0.380444646
item_106,Ruminococcus synthetic_species_014,0.519028485,CRC_enriched,neutral,0.508487165,0.563678861
item_107,Solobacterium synthetic_species_003,0.554464817,CRC_enriched,CRC_enriched,0.537255228,0.487774968
item_108,Oscillibacter synthetic_species_007,0.454139233,neutral,neutral,0.476512671,0.486279964
item_109,Subdoligranulum synthetic_species_011,0.494819373,healthy_enriched,neutral,0.496884495,0.390080154
item_110,Prevotella synthetic_species_012,0.507383108,neutral,neutral,0.556711435,0.505154908
item_111,Prevotella synthetic_species_013,0.501261294,neutral,neutral,0.527506292,0.365777016
item_112,Blautia synthetic_species_011,0.51184386,neutral,neutral,0.4917579,0.564333498
item_113,Clostridium synthetic_species_013,0.549142361,neutral,neutral,0.487791747,0.496568948
item_114,Oscillibacter synthetic_species_008,0.50263077,neutral,neutral,0.503896773,0.449828982
item_115,Collinsella synthetic_species_007,0.525916278,neutral,neutral,0.499816507,0.607822061
item_116,Prevotella synthetic_species_014,0.501009822,neutral,neutral,0.519468844,0.550682425
item_117,Clostridium synthetic_species_014,0.51153177,neutral,neutral,0.464465767,0.411935151
item_118,Blautia synthetic_species_012,0.539811254,neutral,neutral,0.502782226,0.323018432
item_119,Dorea synthetic_species_010,0.490438849,neutral,neutral,0.493679404,0.621788621
item_120,Blautia synthetic_species_013,0.493519336,neutral,neutral,0.47825262,0.389124572
item_121,Alistipes synthetic_species_009,0.52727437,neutral,neutral,0.505955338,0.487712622
item_122,Oscillibacter synthetic_species_009,0.48532173,neutral,neutral,0.496585697,0.413714588
item_123,Bacteroides synthetic_species_005,0.500661671,neutral,neutral,0.494975269,0.558573961
item_124,Oscillibacter synthetic_species_010,0.499781638,neutral,neutral,0.485127568,0.553094566
item_125,Oscillibacter synthetic_species_011,0.464435488,neutral,neutral,0.495575696,0.586909533
item_126,Blautia synthetic_species_014,0.50291115,neutral,neutral,0.491372734,0.51225251
item_127,Oscillibacter synthetic_species_012,0.47677806,neutral,neutral,0.49697414,0.414948344
item_128,Subdoligranulum synthetic_species_012,0.499108106,neutral,neutral,0.479944736,0.436164349
item_129,Prevotella synthetic_species_015,0.481057227,neutral,neutral,0.514156938,0.554033935
item_130,Collinsella synthetic_species_008,0.501235247,neutral,neutral,0.500473857,0.667406559
item_131,Coprococcus synthetic_species_001,0.435098946,healthy_enriched,healthy_enriched,0.49952206,0.462589741
item_132,Subdoligranulum synthetic_species_013,0.503305078,neutral,neutral,0.478199095,0.44583568
item_133,Clostridium synthetic_species_015,0.492233962,healthy_enriched,neutral,0.493543118,0.70686233
item_134,Collinsella synthetic_species_009,0.519992411,neutral,neutral,0.484555155,0.376968145
item_135,Collinsella synthetic_species_010,0.469791442,neutral,neutral,0.482378334,0.498021364
item_136,Prevotella synthetic_species_016,0.465848118,neutral,neutral,0.492512405,0.459654391
item_137,Ruminococcus synthetic_species_015,0.535482168,neutral,neutral,0.477216542,0.486683458
item_138,Dorea synthetic_species_011,0.470439553,neutral,neutral,0.481765896,0.54110986
item_139,Oscillibacter synthetic_species_013,0.514823079,neutral,neutral,0.514675736,0.499643207
item_140,Oscillibacter synthetic_species_014,0.492377579,healthy_enriched,neutral,0.492396414,0.49817577
item_141,Blautia synthetic_species_015,0.497267127,neutral,neutral,0.505548477,0.513213277
item_142,Fusobacterium synthetic_species_001,0.551142156,CRC_enriched,CRC_enriched,0.476501554,0.690811098
item_143,Clostridium synthetic_species_016,0.521757364,neutral,neutral,0.492010087,0.423269957
item_144,Dorea synthetic_species_012,0.48132652,neutral,neutral,0.500934422,0.482840896
item_145,Blautia synthetic_species_016,0.525995672,neutral,neutral,0.521605551,0.537072062
item_146,Dorea synthetic_species_013,0.528497934,neutral,neutral,0.50383538,0.461693436
item_147,Clostridium synthetic_species_017,0.512262106,neutral,neutral,0.476702332,0.581278026
item_148,Roseburia synthetic_species_002,0.465264976,healthy_enriched,healthy_enriched,0.445279062,0.431093335
item_149,Roseburia synthetic_species_003,0.433720648,neutral,healthy_enriched,0.448496819,0.428449064
item_150,Roseburia synthetic_species_004,0.459701747,neutral,healthy_enriched,0.507767916,0.173388347
item_151,Subdoligranulum synthetic_species_014,0.521518648,CRC_enriched,neutral,0.480623335,0.46871382
item_152,Bacteroides synthetic_species_006,0.487755477,healthy_enriched,neutral,0.484450758,0.547354817
item_153,Alistipes synthetic_species_010,0.510996521,neutral,neutral,0.514634252,0.661729515
item_154,Ruminococcus synthetic_species_016,0.524437964,neutral,neutral,0.515247107,0.491800874
item_155,Oscillibacter synthetic_species_015,0.494993001,neutral,neutral,0.545193732,0.411509871
item_156,Ruminococcus synthetic_species_017,0.501844347,neutral,neutral,0.511569798,0.524228036
item_157,Oscillibacter synthetic_species_016,0.470160931,neutral,neutral,0.506085396,0.447218388
item_158,Akkermansia synthetic_species_004,0.437252641,healthy_enriched,healthy_enriched,0.496218085,0.259894937
item_159,Blautia synthetic_species_017,0.525890112,neutral,neutral,0.521053374,0.420083016
item_160,Ruminococcus synthetic_species_018,0.466406554,neutral,neutral,0.521109879,0.557822466
item_161,Collinsella synthetic_species_011,0.516775429,neutral,neutral,0.520939291,0.478204906
item_162,Blautia synthetic_species_018,0.501446962,neutral,neutral,0.512931705,0.517813861
item_163,Prevotella synthetic_species_017,0.495075703,neutral,neutral,0.512369573,0.426564634
item_164,Oscillibacter synthetic_species_017,0.512960315,neutral,neutral,0.478697658,0.482836753
item_165,Dorea synthetic_species_014,0.504308283,neutral,neutral,0.521914959,0.521314621
item_166,Oscillibacter synthetic_species_018,0.501267552,neutral,neutral,0.489436984,0.394988984
item_167,Blautia synthetic_species_019,0.507031977,neutral,neutral,0.473779052,0.418528736
item_168,Oscillibacter synthetic_species_019,0.507188618,neutral,neutral,0.485943049,0.474382043
item_169,Bacteroides synthetic_species_007,0.507039368,neutral,neutral,0.507489622,0.579309285
item_170,Bacteroides synthetic_species_008,0.554139376,neutral,neutral,0.496648163,0.645982862
item_171,Faecalibacterium synthetic_species_003,0.435923487,healthy_enriched,healthy_enriched,0.488177419,0.275902897
item_172,Oscillibacter synthetic_species_020,0.485990077,neutral,neutral,0.468711495,0.435478419
item_173,Subdoligranulum synthetic_species_015,0.512808084,neutral,neutral,0.508713067,0.429000735
item_174,Subdoligranulum synthetic_species_016,0.55569452,neutral,neutral,0.503977001,0.567542911
item_175,Eubacterium synthetic_species_003,0.44862771,healthy_enriched,healthy_enriched,0.505567491,0.341777503
item_176,Alistipes synthetic_species_011,0.553360045,neutral,neutral,0.514773369,0.462034792
item_177,Ruminococcus synthetic_species_019,0.479956418,neutral,neutral,0.519533873,0.443038434
item_178,Campylobacter synthetic_species_001,0.533166945,CRC_enriched,CRC_enriched,0.48423484,0.665081263
item_179,Alistipes synthetic_species_012,0.481372207,neutral,neutral,0.506224036,0.547754586
item_180,Collinsella synthetic_species_012,0.522180378,neutral,neutral,0.4792445,0.408761263
item_181,Blautia synthetic_species_020,0.462827921,neutral,neutral,0.515244126,0.497549534
item_182,Peptostreptococcus synthetic_species_002,0.540808976,neutral,CRC_enriched,0.481428236,0.636864185
item_183,Porphyromonas synthetic_species_001,0.560249448,neutral,CRC_enriched,0.509691894,0.512586772
item_184,Blautia synthetic_species_021,0.502099276,neutral,neutral,0.456272155,0.479863137
item_185,Bifidobacterium synthetic_species_003,0.49869144,neutral,healthy_enriched,0.471129805,0.568265438
item_186,Parvimonas synthetic_species_002,0.572042048,neutral,CRC_enriched,0.531229019,0.693520725
item_187,Collinsella synthetic_species_013,0.511518478,neutral,neutral,0.490933955,0.487619847
item_188,Parvimonas synthetic_species_003,0.54988873,CRC_enriched,CRC_enriched,0.513202548,0.542737246
item_189,Bacteroides synthetic_species_009,0.46177581,healthy_enriched,neutral,0.498884916,0.642445982
item_190,Blautia synthetic_species_022,0.503989339,CRC_enriched,neutral,0.511089563,0.405273944
item_191,Dorea synthetic_species_015,0.475473911,neutral,neutral,0.487032354,0.546726584
item_192,Alistipes synthetic_species_013,0.500907302,neutral,neutral,0.491248846,0.588019907
item_193,Bacteroides synthetic_species_010,0.495160431,neutral,neutral,0.522145092,0.391345024
item_194,Subdoligranulum synthetic_species_017,0.52048564,neutral,neutral,0.512973845,0.485540926
item_195,Oscillibacter synthetic_species_021,0.508442402,neutral,neutral,0.48462972,0.233796954
item_196,Subdoligranulum synthetic_species_018,0.50135231,neutral,neutral,0.521067739,0.607396543
item_197,Prevotella synthetic_species_018,0.534655988,CRC_enriched,neutral,0.448768795,0.282917023
item_198,Bacteroides synthetic_species_011,0.538373709,CRC_enriched,neutral,0.479639709,0.428292364
item_199,Alistipes synthetic_species_014,0.523521781,neutral,neutral,0.514830828,0.552524209
item_200,Prevotella synthetic_species_019,0.511787534,neutral,neutral,0.493417591,0.546726048
item_201,Dorea synthetic_species_016,0.489853621,healthy_enriched,neutral,0.528170347,0.631725192
item_202,Blautia synthetic_species_023,0.51430124,neutral,neutral,0.504503608,0.46472913
item_203,Prevotella synthetic_species_020,0.49514845,neutral,neutral,0.490012765,0.404951423
item_204,Ruminococcus synthetic_species_020,0.488401711,neutral,neutral,0.456107974,0.426216543
item_205,Collinsella synthetic_species_014,0.485973179,healthy_enriched,neutral,0.496532947,0.596246302
item_206,Eubacterium synthetic_species_004,0.486659646,neutral,healthy_enriched,0.508709848,0.414217502
item_207,Dorea synthetic_species_017,0.502206266,CRC_enriched,neutral,0.492376626,0.645469308
item_208,Collinsella synthetic_species_015,0.505796075,neutral,neutral,0.537667572,0.438937068
item_209,Subdoligranulum synthetic_species_019,0.491706461,neutral,neutral,0.487274855,0.560961902
item_210,Ruminococcus synthetic_species_021,0.505993187,CRC_enriched,neutral,0.502547741,0.608825147
item_211,Bacteroides synthetic_species_012,0.509691894,neutral,neutral,0.480079919,0.479704261
item_212,Oscillibacter synthetic_species_022,0.510042071,neutral,neutral,0.51912272,0.467547357
item_213,Collinsella synthetic_species_016,0.516561747,neutral,neutral,0.461562276,0.578792036
item_214,Dorea synthetic_species_018,0.521278024,CRC_enriched,neutral,0.520182192,0.623845339
item_215,Clostridium synthetic_species_018,0.498531312,neutral,neutral,0.493358642,0.725595653
item_216,Subdoligranulum synthetic_species_020,0.501916289,neutral,neutral,0.504536211,0.444352418
item_217,Prevotella synthetic_species_021,0.508936703,neutral,neutral,0.467915356,0.365033358
item_218,Oscillibacter synthetic_species_023,0.511776149,CRC_enriched,neutral,0.489079803,0.448171377
item_219,Blautia synthetic_species_024,0.506970227,CRC_enriched,neutral,0.518702924,0.45511803
item_220,Collinsella synthetic_species_017,0.492644459,healthy_enriched,neutral,0.509115994,0.455301493
item_221,Bifidobacterium synthetic_species_004,0.440506846,healthy_enriched,healthy_enriched,0.507121384,0.167104736
item_222,Ruminococcus synthetic_species_022,0.533854306,neutral,neutral,0.500556052,0.517603755
item_223,Bifidobacterium synthetic_species_005,0.447188884,healthy_enriched,healthy_enriched,0.468407422,0.510657489
item_224,Collinsella synthetic_species_018,0.462828487,neutral,neutral,0.51834631,0.535541058
item_225,Subdoligranulum synthetic_species_021,0.529111981,neutral,neutral,0.481548011,0.556718171
item_226,Porphyromonas synthetic_species_002,0.554590046,neutral,CRC_enriched,0.512413144,0.564612925
item_227,Clostridium synthetic_species_019,0.539760232,neutral,neutral,0.544121385,0.480481088
item_228,Dorea synthetic_species_019,0.523107827,CRC_enriched,neutral,0.509355187,0.470760584
item_229,Ruminococcus synthetic_species_023,0.496815026,neutral,neutral,0.477034748,0.478422165
item_230,Ruminococcus synthetic_species_024,0.497445494,neutral,neutral,0.490145236,0.504225075
item_231,Morganella synthetic_species_001,0.564817548,CRC_enriched,CRC_enriched,0.480818063,0.60239327
item_232,Oscillibacter synthetic_species_024,0.470932662,neutral,neutral,0.506376207,0.40492183
item_233,Alistipes synthetic_species_015,0.512412667,neutral,neutral,0.476828605,0.578533411
item_234,Oscillibacter synthetic_species_025,0.511661649,neutral,neutral,0.479343742,0.441822231
item_235,Collinsella synthetic_species_019,0.532101274,neutral,neutral,0.502485454,0.473215938
item_236,Fusobacterium synthetic_species_002,0.549597442,neutral,CRC_enriched,0.521947205,0.851644099
item_237,Clostridium synthetic_species_020,0.466799855,neutral,neutral,0.493628323,0.490084797
item_238,Prevotella synthetic_species_022,0.533236802,neutral,neutral,0.481908053,0.349151164
item_239,Oscillibacter synthetic_species_026,0.530955851,neutral,neutral,0.479417086,0.513784766
item_240,Dorea synthetic_species_020,0.522135794,CRC_enriched,neutral,0.504444718,0.589322329
item_241,Subdoligranulum synthetic_species_022,0.497909963,neutral,neutral,0.490611106,0.40555501
item_242,Dorea synthetic_species_021,0.514351904,neutral,neutral,0.499444306,0.483784735
item_243,Bacteroides synthetic_species_013,0.541830063,neutral,neutral,0.511384428,0.547188461
item_244,Clostridium synthetic_species_021,0.513434231,neutral,neutral,0.515254438,0.384749115
item_245,Clostridium synthetic_species_022,0.498070717,neutral,neutral,0.515608907,0.462572902
item_246,Ruminococcus synthetic_species_025,0.501807928,neutral,neutral,0.49538216,0.405468434
item_247,Roseburia synthetic_species_005,0.436140686,healthy_enriched,healthy_enriched,0.510698438,0.45707193
item_248,Oscillibacter synthetic_species_027,0.489799976,healthy_enriched,neutral,0.511725247,0.662967205
item_249,Campylobacter synthetic_species_002,0.525076151,neutral,CRC_enriched,0.512262225,0.533423781
item_250,Alistipes synthetic_species_016,0.507136464,neutral,neutral,0.503153026,0.544346392
item_251,Solobacterium synthetic_species_004,0.544174016,neutral,CRC_enriched,0.53389585,0.77043891
item_252,Parvimonas synthetic_species_004,0.555824399,neutral,CRC_enriched,0.507888854,0.574672997
item_253,Prevotella synthetic_species_023,0.50826025,CRC_enriched,neutral,0.48148492,0.383144617
item_254,Blautia synthetic_species_025,0.53724879,neutral,neutral,0.496568531,0.520973027
item_255,Oscillibacter synthetic_species_028,0.507180154,neutral,neutral,0.496110111,0.567136467
item_256,Morganella synthetic_species_002,0.535127044,neutral,CRC_enriched,0.518802524,0.844633698
item_257,Dorea synthetic_species_022,0.497303307,neutral,neutral,0.50707829,0.467341989
item_258,Prevotella synthetic_species_024,0.499208599,neutral,neutral,0.471949905,0.559088707
item_259,Collinsella synthetic_species_020,0.503115058,neutral,neutral,0.467498988,0.50329107
item_260,Blautia synthetic_species_026,0.489821911,neutral,neutral,0.47917518,0.557869375
item_261,Morganella synthetic_species_003,0.572527587,CRC_enriched,CRC_enriched,0.54993999,0.639713705
item_262,Prevotella synthetic_species_025,0.504877269,neutral,neutral,0.490715027,0.49991399
item_263,Blautia synthetic_species_027,0.50860393,neutral,neutral,0.475814551,0.464912027
item_264,Collinsella synthetic_species_021,0.541868746,neutral,neutral,0.480368704,0.427693009
item_265,Collinsella synthetic_species_022,0.579649687,neutral,neutral,0.502308965,0.470229954
item_266,Bacteroides synthetic_species_014,0.441775918,neutral,neutral,0.509818673,0.406950891
item_267,Bacteroides synthetic_species_015,0.512974918,CRC_enriched,neutral,0.461493939,0.505687952
item_268,Blautia synthetic_species_028,0.495002896,neutral,neutral,0.496397734,0.41166383
item_269,Prevotella synthetic_species_026,0.49869442,neutral,neutral,0.489445657,0.435367614
item_270,Blautia synthetic_species_029,0.535432816,neutral,neutral,0.501290441,0.50282532
item_271,Fusobacterium synthetic_species_003,0.565259457,neutral,CRC_enriched,0.489201874,0.526166022
item_272,Oscillibacter synthetic_species_029,0.519846857,CRC_enriched,neutral,0.502854764,0.296105564
item_273,Ruminococcus synthetic_species_026,0.506579399,neutral,neutral,0.456169128,0.385160416
item_274,Dorea synthetic_species_023,0.497511089,neutral,neutral,0.474109262,0.555965722
item_275,Ruminococcus synthetic_species_027,0.513031781,CRC_enriched,neutral,0.550884187,0.510899901
item_276,Dorea synthetic_species_024,0.521473825,neutral,neutral,0.484962136,0.424910665
item_277,Collinsella synthetic_species_023,0.545210958,CRC_enriched,neutral,0.510236979,0.539361715
item_278,Blautia synthetic_species_030,0.539901376,CRC_enriched,neutral,0.518329203,0.613794982
item_279,Blautia synthetic_species_031,0.479099065,neutral,neutral,0.525976241,0.444397956
item_280,Subdoligranulum synthetic_species_023,0.520716131,neutral,neutral,0.534296453,0.363781512
item_281,Prevotella synthetic_species_027,0.469940811,healthy_enriched,neutral,0.491091579,0.494002283
item_282,Oscillibacter synthetic_species_030,0.559749782,neutral,neutral,0.487118036,0.54696548
item_283,Agathobacter synthetic_species_002,0.405645013,healthy_enriched,healthy_enriched,0.529877245,0.415592074
item_284,Eubacterium synthetic_species_005,0.463287681,healthy_enriched,healthy_enriched,0.475349933,0.364144027
item_285,Subdoligranulum synthetic_species_024,0.478565156,healthy_enriched,neutral,0.481567651,0.522077501
item_286,Clostridium synthetic_species_023,0.50323379,CRC_enriched,neutral,0.492558479,0.555023909
item_287,Prevotella synthetic_species_028,0.489857882,neutral,neutral,0.525841296,0.529191852
item_288,Prevotella synthetic_species_029,0.510247707,CRC_enriched,neutral,0.507692873,0.417106867
item_289,Coprococcus synthetic_species_002,0.439253598,healthy_enriched,healthy_enriched,0.462851375,0.345812768
item_290,Clostridium synthetic_species_024,0.494985461,neutral,neutral,0.524261594,0.447306186
item_291,Bacteroides synthetic_species_016,0.482506454,neutral,neutral,0.47935459,0.533042133
item_292,Blautia synthetic_species_032,0.528829634,neutral,neutral,0.502588212,0.480134159
item_293,Collinsella synthetic_species_024,0.472386837,healthy_enriched,neutral,0.493837327,0.516477108
item_294,Subdoligranulum synthetic_species_025,0.508188426,neutral,neutral,0.516666472,0.494812071
item_295,Clostridium synthetic_species_025,0.504630566,neutral,neutral,0.524745524,0.501670718
item_296,Subdoligranulum synthetic_species_026,0.514524519,CRC_enriched,neutral,0.526537299,0.41441381
item_297,Bacteroides synthetic_species_017,0.49473387,neutral,neutral,0.489526927,0.429922789
item_298,Clostridium synthetic_species_026,0.50870502,neutral,neutral,0.513238251,0.501548588
