item_id,taxon_name,T,taxon_direction,true_group,S,F
item_036,Collinsella synthetic_species_001,0.526498497,neutral,neutral,0.503725946,0.486855984
item_037,Roseburia synthetic_species_001,0.436252683,healthy_enriched,healthy_enriched,0.438321918,0.331853032
item_038,Alistipes synthetic_species_006,0.425495505,neutral,neutral,0.535207689,0.445812047
item_039,Ruminococcus synthetic_species_003,0.506649435,neutral,neutral,0.529183149,0.431809008
item_040,Collinsella synthetic_species_002,0.462450385,neutral,neutral,0.42389375,0.446850777
item_041,Alistipes synthetic_species_007,0.349692702,neutral,neutral,0.558876276,0.61917305
item_042,Blautia synthetic_species_005,0.50310576,neutral,neutral,0.512566805,0.572123408
item_043,Dorea synthetic_species_005,0.513331532,CRC_enriched,neutral,0.550885975,0.505830467
item_044,Blautia synthetic_species_006,0.450048625,neutral,neutral,0.406290948,0.610147119
item_045,Prevotella synthetic_species_005,0.501788259,neutral,neutral,0.504786968,0.569941044
item_046,Blautia synthetic_species_007,0.394568831,neutral,neutral,0.580478847,0.577801943
item_047,Morganella synthetic_species_001,0.595748425,neutral,CRC_enriched,0.564617336,0.530548275
item_048,Prevotella synthetic_species_006,0.508962929,neutral,neutral,0.524727046,0.515472651
item_049,Ruminococcus synthetic_species_004,0.505339444,neutral,neutral,0.518493235,0.514028251
item_050,Blautia synthetic_species_008,0.46330741,healthy_enriched,neutral,0.490676343,0.414043933
item_051,Blautia synthetic_species_009,0.519584537,neutral,neutral,0.550846994,0.495632678
item_052,Coprococcus synthetic_species_002,0.462014973,neutral,healthy_enriched,0.504242003,0.198861822
item_053,Collinsella synthetic_species_003,0.522383273,CRC_enriched,neutral,0.462663531,0.615922034
item_054,Blautia synthetic_species_010,0.462045342,healthy_enriched,neutral,0.606642663,0.35062179
item_055,Blautia synthetic_species_011,0.460081756,neutral,neutral,0.465693831,0.599593282
item_056,Bacteroides synthetic_species_003,0.509791911,neutral,neutral,0.520331979,0.540820658
item_057,Clostridium synthetic_species_007,0.507102072,CRC_enriched,neutral,0.551204264,0.532403529
item_058,Dorea synthetic_species_006,0.508113384,neutral,neutral,0.526717246,0.418047249
item_059,Faecalibacterium synthetic_species_001,0.409462571,neutral,healthy_enriched,0.477091849,0.332806349
item_060,Dorea synthetic_species_007,0.482176811,neutral,neutral,0.484841526,0.499539316
item_061,Dorea synthetic_species_008,0.555119872,neutral,neutral,0.508996964,0.535291195
item_062,Bacteroides synthetic_species_004,0.476185173,healthy_enriched,neutral,0.484551668,0.404720634
item_063,Subdoligranulum synthetic_species_004,0.454619467,healthy_enriched,neutral,0.518392205,0.477103323
item_064,Alistipes synthetic_species_008,0.493974388,neutral,neutral,0.500876009,0.399816513
item_065,Ruminococcus synthetic_species_005,0.463999629,neutral,neutral,0.506320357,0.617686212
item_066,Dorea synthetic_species_009,0.512461543,CRC_enriched,neutral,0.464336157,0.543539584
item_067,Oscillibacter synthetic_species_005,0.526585221,neutral,neutral,0.502646923,0.473272026
item_068,Clostridium synthetic_species_008,0.550873041,CRC_enriched,neutral,0.552482367,0.46319437
item_069,Campylobacter synthetic_species_001,0.523783863,neutral,CRC_enriched,0.486014396,0.631881714
item_070,Alistipes synthetic_species_009,0.52302295,neutral,neutral,0.484303027,0.480396003
item_071,Oscillibacter synthetic_species_006,0.477149963,neutral,neutral,0.451047361,0.584750891
item_072,Oscillibacter synthetic_species_007,0.431797296,healthy_enriched,neutral,0.512666166,0.60937655
item_073,Porphyromonas synthetic_species_001,0.524468482,CRC_enriched,CRC_enriched,0.495285988,0.738621056
item_074,Gemella synthetic_species_001,0.523217797,neutral,CRC_enriched,0.547034085,0.576823652
item_075,Bacteroides synthetic_species_005,0.480353355,neutral,neutral,0.499529213,0.412353396
item_076,Clostridium synthetic_species_009,0.521371305,neutral,neutral,0.483775973,0.462223917
item_077,Subdoligranulum synthetic_species_005,0.452305138,healthy_enriched,neutral,0.512085378,0.493538588
item_078,Porphyromonas synthetic_species_002,0.59038502,CRC_enriched,CRC_enriched,0.533140063,0.519257247
item_079,Collinsella synthetic_species_004,0.530612707,neutral,neutral,0.438315719,0.493266702
item_080,Porphyromonas synthetic_species_003,0.565226853,neutral,CRC_enriched,0.451747388,0.604587913
item_081,Bacteroides synthetic_species_006,0.491826355,healthy_enriched,neutral,0.488073617,0.507070839
item_082,Blautia synthetic_species_012,0.582394242,CRC_enriched,neutral,0.406282753,0.441557527
item_083,Clostridium synthetic_species_010,0.708809018,neutral,neutral,0.457199901,0.428583533
item_084,Subdoligranulum synthetic_species_006,0.495251387,neutral,neutral,0.475702137,0.455422878
item_085,Subdoligranulum synthetic_species_007,0.483667612,healthy_enriched,neutral,0.56012857,0.390877575
item_086,Dorea synthetic_species_010,0.428276479,neutral,neutral,0.508431733,0.634050667
item_087,Subdoligranulum synthetic_species_008,0.482835352,neutral,neutral,0.513326764,0.403805941
item_088,Collinsella synthetic_species_005,0.457229108,neutral,neutral,0.411245853,0.455922365
item_089,Blautia synthetic_species_013,0.498935789,neutral,neutral,0.567978561,0.447412252
item_090,Agathobacter synthetic_species_001,0.487885356,neutral,healthy_enriched,0.463032573,0.436496794
item_091,Subdoligranulum synthetic_species_009,0.489523113,healthy_enriched,neutral,0.496830821,0.522326052
item_092,Clostridium synthetic_species_011,0.476071447,neutral,neutral,0.556012392,0.370883733
item_093,Prevotella synthetic_species_007,0.620985389,neutral,neutral,0.564245164,0.610312283
item_094,Bacteroides synthetic_species_007,0.476465195,healthy_enriched,neutral,0.47591272,0.501101494
item_095,Dorea synthetic_species_011,0.525906622,CRC_enriched,neutral,0.411394745,0.429667681
item_096,Collinsella synthetic_species_006,0.510850906,neutral,neutral,0.49641481,0.489516348
item_097,Blautia synthetic_species_014,0.480726779,healthy_enriched,neutral,0.527518511,0.779579699
item_098,Dorea synthetic_species_012,0.406512558,healthy_enriched,neutral,0.489888936,0.528538823
item_099,Agathobacter synthetic_species_002,0.484343797,neutral,healthy_enriched,0.439493865,0.229170263
item_100,Morganella synthetic_species_002,0.473385662,neutral,CRC_enriched,0.473329633,0.766656518
item_101,Ruminococcus synthetic_species_006,0.478645295,healthy_enriched,neutral,0.495536417,0.489932775
item_102,Dorea synthetic_species_013,0.541951299,neutral,neutral,0.480200619,0.655396044
item_103,Gemella synthetic_species_002,0.597595632,neutral,CRC_enriched,0.487374425,0.624607682
item_104,Dorea synthetic_species_014,0.462765664,neutral,neutral,0.48836267,0.583772957
item_105,Subdoligranulum synthetic_species_010,0.443184882,healthy_enriched,neutral,0.483728647,0.477671146
item_106,Subdoligranulum synthetic_species_011,0.531435788,neutral,neutral,0.503478169,0.469977885
item_107,Collinsella synthetic_species_007,0.553055108,CRC_enriched,neutral,0.586544394,0.62826997
item_108,Dorea synthetic_species_015,0.517460525,neutral,neutral,0.498721302,0.606469929
item_109,Collinsella synthetic_species_008,0.50872153,CRC_enriched,neutral,0.398706198,0.562050223
item_110,Prevotella synthetic_species_008,0.540057421,CRC_enriched,neutral,0.458281994,0.44059363
item_111,Dorea synthetic_species_016,0.575643361,neutral,neutral,0.477348596,0.642138064
item_112,Alistipes synthetic_species_010,0.432462603,healthy_enriched,neutral,0.506055772,0.446513921
item_113,Roseburia synthetic_species_002,0.427027464,neutral,healthy_enriched,0.439862341,0.354651332
item_114,Bacteroides synthetic_species_008,0.526420534,neutral,neutral,0.548060179,0.365918934
item_115,Collinsella synthetic_species_009,0.517917633,neutral,neutral,0.502383173,0.469266832
item_116,Fusobacterium synthetic_species_001,0.524005711,neutral,CRC_enriched,0.439145863,0.528038383
item_117,Blautia synthetic_species_015,0.509049594,neutral,neutral,0.475276291,0.480359048
item_118,Dorea synthetic_species_017,0.428317964,neutral,neutral,0.529299557,0.366067469
item_119,Eubacterium synthetic_species_001,0.431609154,neutral,healthy_enriched,0.45177108,0.436295062
item_120,Clostridium synthetic_species_012,0.555287004,CRC_enriched,neutral,0.564306378,0.480838209
item_121,Collinsella synthetic_species_010,0.50282383,neutral,neutral,0.576508164,0.651267052
item_122,Clostridium synthetic_species_013,0.478043854,neutral,neutral,0.454845101,0.599087179
item_123,Clostridium synthetic_species_014,0.558505416,neutral,neutral,0.512828887,0.506468117
item_124,Bacteroides synthetic_species_009,0.504710674,neutral,neutral,0.456739664,0.401971072
item_125,Alistipes synthetic_species_011,0.404989332,healthy_enriched,neutral,0.498181164,0.49971059
item_126,Collinsella synthetic_species_011,0.493220747,neutral,neutral,0.497954369,0.462815553
item_127,Subdoligranulum synthetic_species_012,0.470505536,neutral,neutral,0.530389786,0.293831736
item_128,Prevotella synthetic_species_009,0.517906129,CRC_enriched,neutral,0.548871219,0.433911949
item_129,Prevotella synthetic_species_010,0.46298787,healthy_enriched,neutral,0.515942037,0.604941726
item_130,Morganella synthetic_species_003,0.470792681,neutral,CRC_enriched,0.479048103,0.754735112
item_131,Subdoligranulum synthetic_species_013,0.576844215,neutral,neutral,0.43717891,0.513435006
item_132,Prevotella synthetic_species_011,0.516892135,neutral,neutral,0.519390464,0.43871069
item_133,Dorea synthetic_species_018,0.511650205,CRC_enriched,neutral,0.514237463,0.434379727
item_134,Blautia synthetic_species_016,0.61093241,neutral,neutral,0.470263392,0.502148509
item_135,Parvimonas synthetic_species_001,0.537182093,CRC_enriched,CRC_enriched,0.576731682,0.570576787
item_136,Ruminococcus synthetic_species_007,0.475672632,neutral,neutral,0.517391026,0.319934785
item_137,Ruminococcus synthetic_species_008,0.468362272,healthy_enriched,neutral,0.534618556,0.37574181
item_138,Blautia synthetic_species_017,0.493426025,neutral,neutral,0.499424964,0.577560782
item_139,Ruminococcus synthetic_species_009,0.446481049,neutral,neutral,0.545462787,0.542349041
item_140,Dorea synthetic_species_019,0.493958026,neutral,neutral,0.471290916,0.48697412
item_141,Peptostreptococcus synthetic_species_002,0.558178663,CRC_enriched,CRC_enriched,0.473986447,0.532262623
item_142,Clostridium synthetic_species_015,0.518123865,CRC_enriched,neutral,0.50298512,0.579770029
item_143,Prevotella synthetic_species_012,0.530665278,neutral,neutral,0.500072479,0.522427499
item_144,Alistipes synthetic_species_012,0.529927731,CRC_enriched,neutral,0.500294983,0.368530273
item_145,Alistipes synthetic_species_013,0.506531537,CRC_enriched,neutral,0.596219957,0.608438075
item_146,Subdoligranulum synthetic_species_014,0.507149041,CRC_enriched,neutral,0.537531912,0.358715951
item_147,Subdoligranulum synthetic_species_015,0.427730948,neutral,neutral,0.561804473,0.475728065
item_148,Collinsella synthetic_species_012,0.524614751,neutral,neutral,0.445899963,0.473199487
item_149,Prevotella synthetic_species_013,0.501924694,neutral,neutral,0.461577088,0.445589781
item_150,Clostridium synthetic_species_016,0.475181609,neutral,neutral,0.523585856,0.370917916
item_151,Dorea synthetic_species_020,0.51736033,neutral,neutral,0.481693476,0.559860766
item_152,Oscillibacter synthetic_species_008,0.336360693,neutral,neutral,0.506225467,0.425201982
item_153,Ruminococcus synthetic_species_010,0.492291749,neutral,neutral,0.473950177,0.462293237
item_154,Subdoligranulum synthetic_species_016,0.52999115,CRC_enriched,neutral,0.458909541,0.503952503
item_155,Oscillibacter synthetic_species_009,0.468199432,healthy_enriched,neutral,0.503342807,0.478416473
item_156,Alistipes synthetic_species_014,0.501614273,neutral,neutral,0.455889165,0.602508605
item_157,Coprococcus synthetic_species_003,0.421233743,healthy_enriched,healthy_enriched,0.454710037,0.437329441
item_158,Alistipes synthetic_species_015,0.478661597,healthy_enriched,neutral,0.483065486,0.573810756
item_159,Ruminococcus synthetic_species_011,0.418671906,neutral,neutral,0.428534597,0.550981581
item_160,Alistipes synthetic_species_016,0.58314842,neutral,neutral,0.534632742,0.489693195
item_161,Blautia synthetic_species_018,0.52808392,neutral,neutral,0.497199476,0.416115105
item_162,Alistipes synthetic_species_017,0.465097606,healthy_enriched,neutral,0.490711927,0.326060236
item_163,Blautia synthetic_species_019,0.50573951,neutral,neutral,0.473323673,0.399390846
item_164,Gemella synthetic_species_003,0.561548591,CRC_enriched,CRC_enriched,0.500740767,0.673975945
item_165,Campylobacter synthetic_species_002,0.567036033,CRC_enriched,CRC_enriched,0.569606185,0.631660581
item_166,Subdoligranulum synthetic_species_017,0.536089301,neutral,neutral,0.501024246,0.554121852
item_167,Bacteroides synthetic_species_010,0.466671914,healthy_enriched,neutral,0.424981445,0.619321525
item_168,Subdoligranulum synthetic_species_018,0.435464799,neutral,neutral,0.518830121,0.563350081
item_169,Fusobacterium synthetic_species_002,0.508243024,neutral,CRC_enriched,0.497262865,0.549036741
item_170,Collinsella synthetic_species_013,0.514673293,neutral,neutral,0.515935183,0.518850088
item_171,Ruminococcus synthetic_species_012,0.516273797,CRC_enriched,neutral,0.46886158,0.492706716
item_172,Blautia synthetic_species_020,0.495194614,neutral,neutral,0.434246778,0.56954968
item_173,Clostridium synthetic_species_017,0.515850663,neutral,neutral,0.484620869,0.515315592
item_174,Bifidobacterium synthetic_species_001,0.485328585,neutral,healthy_enriched,0.488868535,0.477934301
item_175,Dorea synthetic_species_021,0.509313703,neutral,neutral,0.441072255,0.425147682
item_176,Subdoligranulum synthetic_species_019,0.494398087,neutral,neutral,0.498572409,0.45882526
item_177,Ruminococcus synthetic_species_013,0.524641335,CRC_enriched,neutral,0.447837204,0.441223592
item_178,Roseburia synthetic_species_003,0.473436773,healthy_enriched,healthy_enriched,0.4616943,0.394183069
item_179,Ruminococcus synthetic_species_014,0.508307457,CRC_enriched,neutral,0.543906927,0.460390329
item_180,Collinsella synthetic_species_014,0.474954396,healthy_enriched,neutral,0.530011058,0.606774807
item_181,Blautia synthetic_species_021,0.496910483,neutral,neutral,0.539817631,0.553872228
item_182,Oscillibacter synthetic_species_010,0.473952889,healthy_enriched,neutral,0.505141139,0.527971566
item_183,Alistipes synthetic_species_018,0.4989824,neutral,neutral,0.465602726,0.509049058
item_184,Ruminococcus synthetic_species_015,0.483677179,neutral,neutral,0.517536461,0.467146039
item_185,Subdoligranulum synthetic_species_020,0.478277981,healthy_enriched,neutral,0.505511642,0.645111859
item_186,Dorea synthetic_species_022,0.427081168,neutral,neutral,0.535219729,0.412501425
item_187,Alistipes synthetic_species_019,0.543870449,neutral,neutral,0.50318414,0.441116869
item_188,Subdoligranulum synthetic_species_021,0.545113623,CRC_enriched,neutral,0.547821701,0.599539101
item_189,Dorea synthetic_species_023,0.580591321,CRC_enriched,neutral,0.489963502,0.632423997
item_190,Subdoligranulum synthetic_species_022,0.533161998,neutral,neutral,0.524804413,0.669103205
item_191,Subdoligranulum synthetic_species_023,0.529577672,CRC_enriched,neutral,0.529186487,0.46785295
item_192,Subdoligranulum synthetic_species_024,0.414882958,neutral,neutral,0.521959245,0.544761717
item_193,Collinsella synthetic_species_015,0.487197906,neutral,neutral,0.553075314,0.459832489
item_194,Clostridium synthetic_species_018,0.538374722,neutral,neutral,0.537387311,0.455087095
item_195,Subdoligranulum synthetic_species_025,0.390099823,neutral,neutral,0.456167787,0.551480174
item_196,Peptostreptococcus synthetic_species_003,0.715017438,CRC_enriched,CRC_enriched,0.489982814,0.489999741
item_197,Bacteroides synthetic_species_011,0.432713926,neutral,neutral,0.477151692,0.523714006
item_198,Ruminococcus synthetic_species_016,0.521970749,neutral,neutral,0.446467578,0.511410236
item_199,Blautia synthetic_species_022,0.533645391,CRC_enriched,neutral,0.488703132,0.594106078
item_200,Gemella synthetic_species_004,0.543617427,CRC_enriched,CRC_enriched,0.554185688,0.673374593
item_201,Fusobacterium synthetic_species_003,0.562710941,CRC_enriched,CRC_enriched,0.522326708,0.603282928
item_202,Collinsella synthetic_species_016,0.504003227,neutral,neutral,0.501046836,0.552413583
item_203,Prevotella synthetic_species_014,0.38872242,neutral,neutral,0.542067349,0.467253327
item_204,Collinsella synthetic_species_017,0.554260075,CRC_enriched,neutral,0.471278399,0.550468564
item_205,Collinsella synthetic_species_018,0.431027472,neutral,neutral,0.491276294,0.535546362
item_206,Blautia synthetic_species_023,0.449463695,healthy_enriched,neutral,0.503693998,0.503436089
item_207,Dorea synthetic_species_024,0.518244743,neutral,neutral,0.569577157,0.6050331
item_208,Dorea synthetic_species_025,0.486264706,neutral,neutral,0.454132706,0.470000744
item_209,Blautia synthetic_species_024,0.510522664,CRC_enriched,neutral,0.537658095,0.475470811
item_210,Clostridium synthetic_species_019,0.550478697,neutral,neutral,0.474085361,0.512111008
item_211,Oscillibacter synthetic_species_011,0.505294383,CRC_enriched,neutral,0.493165135,0.558696687
item_212,Ruminococcus synthetic_species_017,0.54065299,CRC_enriched,neutral,0.433556437,0.569254816
item_213,Dorea synthetic_species_026,0.471729696,healthy_enriched,neutral,0.421779901,0.46553874
item_214,Ruminococcus synthetic_species_018,0.572167337,neutral,neutral,0.51900816,0.331351846
item_215,Collinsella synthetic_species_019,0.568946183,neutral,neutral,0.466948897,0.585322917
item_216,Prevotella synthetic_species_015,0.536743701,neutral,neutral,0.392145455,0.440633416
item_217,Dorea synthetic_species_027,0.60128206,neutral,neutral,0.523821175,0.510216117
item_218,Roseburia synthetic_species_004,0.393043876,neutral,healthy_enriched,0.424980611,0.542922616
item_219,Gemella synthetic_species_005,0.534501314,CRC_enriched,CRC_enriched,0.576993585,0.808605134
item_220,Oscillibacter synthetic_species_012,0.525518715,neutral,neutral,0.455647588,0.49247244
item_221,Subdoligranulum synthetic_species_026,0.534080446,neutral,neutral,0.419763058,0.664192617
item_222,Dorea synthetic_species_028,0.538411438,neutral,neutral,0.552642703,0.322107643
item_223,Bacteroides synthetic_species_012,0.44867605,healthy_enriched,neutral,0.476874888,0.552573085
item_224,Alistipes synthetic_species_020,0.526569128,neutral,neutral,0.481499285,0.729970634
item_225,Prevotella synthetic_species_016,0.554606438,CRC_enriched,neutral,0.51406014,0.559150815
item_226,Clostridium synthetic_species_020,0.497441828,neutral,neutral,0.551780224,0.539451182
item_227,Akkermansia synthetic_species_001,0.436616302,healthy_enriched,healthy_enriched,0.453865647,0.410739064
item_228,Collinsella synthetic_species_020,0.506290317,neutral,neutral,0.490034521,0.445746452
item_229,Prevotella synthetic_species_017,0.513989687,CRC_enriched,neutral,0.591804862,0.4936243
item_230,Faecalibacterium synthetic_species_002,0.520047903,neutral,healthy_enriched,0.526189864,0.405081481
item_231,Subdoligranulum synthetic_species_027,0.500741005,neutral,neutral,0.471597791,0.612307072
item_232,Ruminococcus synthetic_species_019,0.529826045,neutral,neutral,0.466443419,0.395415187
item_233,Faecalibacterium synthetic_species_003,0.427098185,healthy_enriched,healthy_enriched,0.482695848,0.407195628
item_234,Prevotella synthetic_species_018,0.518624127,CRC_enriched,neutral,0.514098585,0.440291196
item_235,Alistipes synthetic_species_021,0.56719172,neutral,neutral,0.455842942,0.436351329
item_236,Blautia synthetic_species_025,0.508960426,neutral,neutral,0.453764558,0.48509407
item_237,Oscillibacter synthetic_species_013,0.56049633,neutral,neutral,0.473520428,0.513039768
item_238,Peptostreptococcus synthetic_species_004,0.578892946,CRC_enriched,CRC_enriched,0.46853742,0.542639554
item_239,Blautia synthetic_species_026,0.500579,neutral,neutral,0.461303174,0.575933695
item_240,Bacteroides synthetic_species_013,0.611219168,neutral,neutral,0.502935588,0.591388464
item_241,Bacteroides synthetic_species_014,0.544491827,neutral,neutral,0.503617525,0.618606329
item_242,Bacteroides synthetic_species_015,0.500857592,neutral,neutral,0.503760397,0.499555349
item_243,Subdoligranulum synthetic_species_028,0.511753142,neutral,neutral,0.486005932,0.521411359
item_244,Collinsella synthetic_species_021,0.49188596,neutral,neutral,0.509767771,0.394466698
item_245,Oscillibacter synthetic_species_014,0.52633512,neutral,neutral,0.46849364,0.579683423
item_246,Faecalibacterium synthetic_species_004,0.45111832,neutral,healthy_enriched,0.524684072,0.37270841
item_247,Bacteroides synthetic_species_016,0.549940646,neutral,neutral,0.520902991,0.410263956
item_248,Bifidobacterium synthetic_species_002,0.352697551,neutral,healthy_enriched,0.501205981,0.193106607
item_249,Prevotella synthetic_species_019,0.502109408,neutral,neutral,0.486341029,0.548845053
item_250,Prevotella synthetic_species_020,0.433928221,neutral,neutral,0.501422465,0.416952729
item_251,Collinsella synthetic_species_022,0.473101407,neutral,neutral,0.517572165,0.563930631
item_252,Blautia synthetic_species_027,0.427755713,neutral,neutral,0.55361706,0.571193218
item_253,Alistipes synthetic_species_022,0.497129768,neutral,neutral,0.490718395,0.438441128
item_254,Dorea synthetic_species_029,0.512778699,neutral,neutral,0.512367725,0.40233916
item_255,Blautia synthetic_species_028,0.527278304,neutral,neutral,0.467340887,0.529992104
item_256,Porphyromonas synthetic_species_004,0.604076803,neutral,CRC_enriched,0.523114264,0.750931919
item_257,Anaerostipes synthetic_species_001,0.421527326,neutral,healthy_enriched,0.476994455,0.361870527
item_258,Bacteroides synthetic_species_017,0.514180481,neutral,neutral,0.472665668,0.550871372
item_259,Dorea synthetic_species_030,0.491341472,neutral,neutral,0.403768837,0.637718916
item_260,Campylobacter synthetic_species_003,0.569676578,neutral,CRC_enriched,0.541974664,0.618227899
item_261,Blautia synthetic_species_029,0.532853425,neutral,neutral,0.496172369,0.466473192
item_262,Oscillibacter synthetic_species_015,0.467426866,neutral,neutral,0.441196173,0.437335968
item_263,Prevotella synthetic_species_021,0.519025862,neutral,neutral,0.493458003,0.602281213
item_264,Bacteroides synthetic_species_018,0.432346046,neutral,neutral,0.494788468,0.565458953
item_265,Collinsella synthetic_species_023,0.51937747,neutral,neutral,0.475016326,0.472356975
item_266,Prevotella synthetic_species_022,0.55989939,neutral,neutral,0.501568437,0.644057631
item_267,Collinsella synthetic_species_024,0.512437105,neutral,neutral,0.445409894,0.526518345
item_268,Subdoligranulum synthetic_species_029,0.501885056,neutral,neutral,0.44758302,0.494685084
item_269,Ruminococcus synthetic_species_020,0.479597092,neutral,neutral,0.467823893,0.486238211
item_270,Collinsella synthetic_species_025,0.474927694,neutral,neutral,0.534285665,0.544368148
item_271,Blautia synthetic_species_030,0.492434829,neutral,neutral,0.52047503,0.415323436
item_272,Prevotella synthetic_species_023,0.529622674,neutral,neutral,0.425117761,0.523867726
item_273,Oscillibacter synthetic_species_016,0.459890425,neutral,neutral,0.499195188,0.505704761
item_274,Alistipes synthetic_species_023,0.490807503,neutral,neutral,0.549808562,0.518633306
item_275,Oscillibacter synthetic_species_017,0.497550279,neutral,neutral,0.499190897,0.313410193
item_276,Blautia synthetic_species_031,0.453983247,neutral,neutral,0.487386584,0.581152678
item_277,Prevotella synthetic_species_024,0.471465766,neutral,neutral,0.551335096,0.437483162
item_278,Coprococcus synthetic_species_004,0.489398152,neutral,healthy_enriched,0.525251687,0.156207368
item_279,Prevotella synthetic_species_025,0.517689347,CRC_enriched,neutral,0.417360514,0.593295097
item_280,Collinsella synthetic_species_026,0.453679204,neutral,neutral,0.515409112,0.461576223
item_281,Subdoligranulum synthetic_species_030,0.478114963,neutral,neutral,0.523195982,0.571748793
item_282,Subdoligranulum synthetic_species_031,0.481081396,healthy_enriched,neutral,0.517489791,0.348957479
item_283,Oscillibacter synthetic_species_018,0.473347157,neutral,neutral,0.500109255,0.412804544
item_284,Dorea synthetic_species_031,0.419370562,neutral,neutral,0.503545642,0.502781093
item_285,Gemella synthetic_species_006,0.565167427,CRC_enriched,CRC_enriched,0.557869732,0.651173532
item_286,Ruminococcus synthetic_species_021,0.496537179,neutral,neutral,0.516213298,0.484175831
item_287,Subdoligranulum synthetic_species_032,0.472561181,healthy_enriched,neutral,0.500591576,0.590831459
item_288,Porphyromonas synthetic_species_005,0.527500153,neutral,CRC_enriched,0.500745893,0.724893987
item_289,Campylobacter synthetic_species_004,0.602496445,neutral,CRC_enriched,0.503514171,0.85863626
item_290,Eubacterium synthetic_species_002,0.509223044,neutral,healthy_enriched,0.487553477,0.229038969
item_291,Clostridium synthetic_species_021,0.4965536,neutral,neutral,0.535966277,0.439423472
item_292,Alistipes synthetic_species_024,0.447159082,neutral,neutral,0.515211642,0.459832728
item_293,Clostridium synthetic_species_022,0.537850857,neutral,neutral,0.457458109,0.541135728
item_294,Bacteroides synthetic_species_019,0.525953412,neutral,neutral,0.528313518,0.515729368
item_295,Prevotella synthetic_species_026,0.489284098,neutral,neutral,0.479836196,0.462357908
item_296,Ruminococcus synthetic_species_022,0.458909273,healthy_enriched,neutral,0.560986817,0.516073823
item_297,Dorea synthetic_species_032,0.57819593,CRC_enriched,neutral,0.504067302,0.369758338
item_298,Clostridium synthetic_species_023,0.482208282,neutral,neutral,0.478448957,0.570929468
item_299,Ruminococcus synthetic_species_023,0.412777901,neutral,neutral,0.516235054,0.502566099
