item_id,taxon_name,original_feature_id,rank,true_group,metadata_effect,log2fc_ref
item_029,Dorea synthetic_species_004,synthetic_feature_029,species,neutral,0.5830266,-0.10539342
item_030,Blautia synthetic_species_003,synthetic_feature_030,species,neutral,-0.5755977,0.1694975
item_031,Blautia synthetic_species_004,synthetic_feature_031,species,neutral,0.0,-0.8338291
item_032,Subdoligranulum synthetic_species_002,synthetic_feature_032,species,neutral,0.0,0.17072569
item_033,Prevotella synthetic_species_004,synthetic_feature_033,species,neutral,0.0,-0.0064217425
item_034,Alistipes synthetic_species_005,synthetic_feature_034,species,neutral,0.0,0.45010284
item_035,Subdoligranulum synthetic_species_003,synthetic_feature_035,species,neutral,0.0,-0.060263246
item_036,Collinsella synthetic_species_001,synthetic_feature_036,species,neutral,0.33022004,0.124860756
item_037,Roseburia synthetic_species_001,synthetic_feature_037,species,healthy_enriched,-0.7125845,-0.30226797
item_038,Alistipes synthetic_species_006,synthetic_feature_038,species,neutral,0.0,-0.35426858
item_039,Ruminococcus synthetic_species_003,synthetic_feature_039,species,neutral,0.0,0.031293992
item_040,Collinsella synthetic_species_002,synthetic_feature_040,species,neutral,0.0,-0.17716604
item_041,Alistipes synthetic_species_007,synthetic_feature_041,species,neutral,0.69432026,-0.73925126
item_042,Blautia synthetic_species_005,synthetic_feature_042,species,neutral,0.5821285,0.014615444
item_043,Dorea synthetic_species_005,synthetic_feature_043,species,neutral,0.0,0.06275716
item_044,Blautia synthetic_species_006,synthetic_feature_044,species,neutral,0.0,-0.23615679
item_045,Prevotella synthetic_species_005,synthetic_feature_045,species,neutral,0.0,0.008415627
item_046,Blautia synthetic_species_007,synthetic_feature_046,species,neutral,0.0,-0.50671756
item_047,Morganella synthetic_species_001,synthetic_feature_047,species,CRC_enriched,0.7899624,0.45844504
item_048,Prevotella synthetic_species_006,synthetic_feature_048,species,neutral,0.0,0.042184714
item_049,Ruminococcus synthetic_species_004,synthetic_feature_049,species,neutral,0.0,0.0251279
item_050,Blautia synthetic_species_008,synthetic_feature_050,species,neutral,0.0,-0.17310195
item_051,Blautia synthetic_species_009,synthetic_feature_051,species,neutral,0.0,0.092227906
item_052,Coprococcus synthetic_species_002,synthetic_feature_052,species,healthy_enriched,0.0,-0.17923127
item_053,Collinsella synthetic_species_003,synthetic_feature_053,species,neutral,0.0,0.10543076
item_054,Blautia synthetic_species_010,synthetic_feature_054,species,neutral,0.64733726,-0.17908737
item_055,Blautia synthetic_species_011,synthetic_feature_055,species,neutral,0.0,-0.1884058
item_056,Bacteroides synthetic_species_003,synthetic_feature_056,species,neutral,0.0,0.046087854
item_057,Clostridium synthetic_species_007,synthetic_feature_057,species,neutral,0.0,0.033424683
item_058,Dorea synthetic_species_006,synthetic_feature_058,species,neutral,0.0,0.03818523
item_059,Faecalibacterium synthetic_species_001,synthetic_feature_059,species,healthy_enriched,-0.63159466,-0.43268493
item_060,Dorea synthetic_species_007,synthetic_feature_060,species,neutral,0.0,-0.0839231
item_061,Dorea synthetic_species_008,synthetic_feature_061,species,neutral,0.0,0.26085696
item_062,Bacteroides synthetic_species_004,synthetic_feature_062,species,neutral,0.0,-0.1121872
item_063,Subdoligranulum synthetic_species_004,synthetic_feature_063,species,neutral,0.0,-0.21437272
item_064,Alistipes synthetic_species_008,synthetic_feature_064,species,neutral,0.0,-0.028357783
item_065,Ruminococcus synthetic_species_005,synthetic_feature_065,species,neutral,0.0,-0.16982041
item_066,Dorea synthetic_species_009,synthetic_feature_066,species,neutral,0.0,0.058659334
item_067,Oscillibacter synthetic_species_005,synthetic_feature_067,species,neutral,0.0,0.12527062
item_068,Clostridium synthetic_species_008,synthetic_feature_068,species,neutral,0.0,0.24055582
item_069,Campylobacter synthetic_species_001,synthetic_feature_069,species,CRC_enriched,0.0,0.11204094
item_070,Alistipes synthetic_species_009,synthetic_feature_070,species,neutral,0.0,0.10844948
item_071,Oscillibacter synthetic_species_006,synthetic_feature_071,species,neutral,0.0,-0.1076334
item_072,Oscillibacter synthetic_species_007,synthetic_feature_072,species,neutral,0.0,-0.32375234
item_073,Porphyromonas synthetic_species_001,synthetic_feature_073,species,CRC_enriched,0.8861999,0.115273096
item_074,Gemella synthetic_species_001,synthetic_feature_074,species,CRC_enriched,0.64008254,0.10936919
item_075,Bacteroides synthetic_species_005,synthetic_feature_075,species,neutral,0.0,-0.09252075
item_076,Clostridium synthetic_species_009,synthetic_feature_076,species,neutral,0.0,0.10065592
item_077,Subdoligranulum synthetic_species_005,synthetic_feature_077,species,neutral,0.4139884,-0.2253958
item_078,Porphyromonas synthetic_species_002,synthetic_feature_078,species,CRC_enriched,0.6300606,0.43193367
item_079,Collinsella synthetic_species_004,synthetic_feature_079,species,neutral,0.0,0.14430986
item_080,Porphyromonas synthetic_species_003,synthetic_feature_080,species,CRC_enriched,0.0,0.30939448
item_081,Bacteroides synthetic_species_006,synthetic_feature_081,species,neutral,0.0,-0.038468875
item_082,Blautia synthetic_species_012,synthetic_feature_082,species,neutral,-0.56438375,0.39270797
item_083,Clostridium synthetic_species_010,synthetic_feature_083,species,neutral,0.0,1.0755851
item_084,Subdoligranulum synthetic_species_006,synthetic_feature_084,species,neutral,0.0,-0.022347288
item_085,Subdoligranulum synthetic_species_007,synthetic_feature_085,species,neutral,0.0,-0.07689616
item_086,Dorea synthetic_species_010,synthetic_feature_086,species,neutral,0.0,-0.34078255
item_087,Subdoligranulum synthetic_species_008,synthetic_feature_087,species,neutral,0.0,-0.08081878
item_088,Collinsella synthetic_species_005,synthetic_feature_088,species,neutral,-0.3264234,-0.2019584
item_089,Blautia synthetic_species_013,synthetic_feature_089,species,neutral,0.0,-0.005008132
item_090,Agathobacter synthetic_species_001,synthetic_feature_090,species,healthy_enriched,0.0,-0.057025515
item_091,Subdoligranulum synthetic_species_009,synthetic_feature_091,species,neutral,0.0,-0.049312938
item_092,Clostridium synthetic_species_011,synthetic_feature_092,species,neutral,0.0,-0.112724155
item_093,Prevotella synthetic_species_007,synthetic_feature_093,species,neutral,0.0,0.58551663
item_094,Bacteroides synthetic_species_007,synthetic_feature_094,species,neutral,0.0,-0.110865384
item_095,Dorea synthetic_species_011,synthetic_feature_095,species,neutral,0.0,0.122064754
item_096,Collinsella synthetic_species_006,synthetic_feature_096,species,neutral,0.0,0.051074155
item_097,Blautia synthetic_species_014,synthetic_feature_097,species,neutral,0.0,-0.09075979
item_098,Dorea synthetic_species_012,synthetic_feature_098,species,neutral,-0.6368315,-0.44725
item_099,Agathobacter synthetic_species_002,synthetic_feature_099,species,healthy_enriched,-0.70419264,-0.073709615
item_100,Morganella synthetic_species_002,synthetic_feature_100,species,CRC_enriched,0.7725701,-0.12540796
item_101,Ruminococcus synthetic_species_006,synthetic_feature_101,species,neutral,0.0,-0.10057743
item_102,Dorea synthetic_species_013,synthetic_feature_102,species,neutral,0.0,0.19806294
item_103,Gemella synthetic_species_002,synthetic_feature_103,species,CRC_enriched,0.0,0.46761203
item_104,Dorea synthetic_species_014,synthetic_feature_104,species,neutral,0.0,-0.17567079
item_105,Subdoligranulum synthetic_species_010,synthetic_feature_105,species,neutral,0.0,-0.2689752
item_106,Subdoligranulum synthetic_species_011,synthetic_feature_106,species,neutral,0.0,0.14820378
item_107,Collinsella synthetic_species_007,synthetic_feature_107,species,neutral,0.48910013,0.25098014
item_108,Dorea synthetic_species_015,synthetic_feature_108,species,neutral,0.0,0.08221337
item_109,Collinsella synthetic_species_008,synthetic_feature_109,species,neutral,-0.4930945,0.04104832
item_110,Prevotella synthetic_species_008,synthetic_feature_110,species,neutral,0.0,0.1890667
item_111,Dorea synthetic_species_016,synthetic_feature_111,species,neutral,0.0,0.35980064
item_112,Alistipes synthetic_species_010,synthetic_feature_112,species,neutral,0.0,-0.32053965
item_113,Roseburia synthetic_species_002,synthetic_feature_113,species,healthy_enriched,-0.93368024,-0.34683576
item_114,Bacteroides synthetic_species_008,synthetic_feature_114,species,neutral,0.0,0.12449242
item_115,Collinsella synthetic_species_009,synthetic_feature_115,species,neutral,0.44407243,0.08436821
item_116,Fusobacterium synthetic_species_001,synthetic_feature_116,species,CRC_enriched,0.0,0.11308828
item_117,Blautia synthetic_species_015,synthetic_feature_117,species,neutral,-0.44162285,0.0425927
item_118,Dorea synthetic_species_017,synthetic_feature_118,species,neutral,0.0,-0.34058166
item_119,Eubacterium synthetic_species_001,synthetic_feature_119,species,healthy_enriched,-0.7599292,-0.3246612
item_120,Clostridium synthetic_species_012,synthetic_feature_120,species,neutral,0.34175345,0.26165694
item_121,Collinsella synthetic_species_010,synthetic_feature_121,species,neutral,0.0,0.013288593
item_122,Clostridium synthetic_species_013,synthetic_feature_122,species,neutral,0.0,-0.10341518
item_123,Clostridium synthetic_species_014,synthetic_feature_123,species,neutral,0.0,0.27707863
item_124,Bacteroides synthetic_species_009,synthetic_feature_124,species,neutral,0.0,0.022168828
item_125,Alistipes synthetic_species_011,synthetic_feature_125,species,neutral,0.0,-0.45478898
item_126,Collinsella synthetic_species_011,synthetic_feature_126,species,neutral,0.0,-0.031905062
item_127,Subdoligranulum synthetic_species_012,synthetic_feature_127,species,neutral,0.0,-0.13902085
item_128,Prevotella synthetic_species_009,synthetic_feature_128,species,neutral,0.0,0.084314026
item_129,Prevotella synthetic_species_010,synthetic_feature_129,species,neutral,0.0,-0.17461707
item_130,Morganella synthetic_species_003,synthetic_feature_130,species,CRC_enriched,0.0,-0.13766316
item_131,Subdoligranulum synthetic_species_013,synthetic_feature_131,species,neutral,-0.45542252,0.36563975
item_132,Prevotella synthetic_species_011,synthetic_feature_132,species,neutral,0.0,0.07953426
item_133,Dorea synthetic_species_018,synthetic_feature_133,species,neutral,0.0,0.054838117
item_134,Blautia synthetic_species_016,synthetic_feature_134,species,neutral,0.0,0.5343998
item_135,Parvimonas synthetic_species_001,synthetic_feature_135,species,CRC_enriched,0.6573099,0.175423
item_136,Ruminococcus synthetic_species_007,synthetic_feature_136,species,neutral,0.0,-0.114607014
item_137,Ruminococcus synthetic_species_008,synthetic_feature_137,species,neutral,0.0,-0.14915943
item_138,Blautia synthetic_species_017,synthetic_feature_138,species,neutral,0.0,-0.030938858
item_139,Ruminococcus synthetic_species_009,synthetic_feature_139,species,neutral,0.0,-0.25319806
item_140,Dorea synthetic_species_019,synthetic_feature_140,species,neutral,0.0,-0.028434783
item_141,Peptostreptococcus synthetic_species_002,synthetic_feature_141,species,CRC_enriched,0.0,0.2755117
item_142,Clostridium synthetic_species_015,synthetic_feature_142,species,neutral,-0.55028564,0.085340515
item_143,Prevotella synthetic_species_012,synthetic_feature_143,species,neutral,0.0,0.14455836
item_144,Alistipes synthetic_species_012,synthetic_feature_144,species,neutral,0.5036026,0.14106967
item_145,Alistipes synthetic_species_013,synthetic_feature_145,species,neutral,0.3973212,0.030739196
item_146,Subdoligranulum synthetic_species_014,synthetic_feature_146,species,neutral,0.0,0.033645812
item_147,Subdoligranulum synthetic_species_015,synthetic_feature_147,species,neutral,0.0,-0.34342566
item_148,Collinsella synthetic_species_012,synthetic_feature_148,species,neutral,-0.46599528,0.115964085
item_149,Prevotella synthetic_species_013,synthetic_feature_149,species,neutral,-0.72743315,0.009057352
item_150,Clostridium synthetic_species_016,synthetic_feature_150,species,neutral,0.4145472,-0.11692551
item_151,Dorea synthetic_species_020,synthetic_feature_151,species,neutral,0.0,0.0817412
item_152,Oscillibacter synthetic_species_008,synthetic_feature_152,species,neutral,0.0,-0.81191194
item_153,Ruminococcus synthetic_species_010,synthetic_feature_153,species,neutral,0.0,-0.036278207
item_154,Subdoligranulum synthetic_species_016,synthetic_feature_154,species,neutral,0.0,0.1413697
item_155,Oscillibacter synthetic_species_009,synthetic_feature_155,species,neutral,0.0,-0.14992994
item_156,Alistipes synthetic_species_014,synthetic_feature_156,species,neutral,0.0,0.0075965603
item_157,Coprococcus synthetic_species_003,synthetic_feature_157,species,healthy_enriched,0.0,-0.3749982
item_158,Alistipes synthetic_species_015,synthetic_feature_158,species,neutral,-0.47366458,-0.10050044
item_159,Ruminococcus synthetic_species_011,synthetic_feature_159,species,neutral,0.0,-0.38749748
item_160,Alistipes synthetic_species_016,synthetic_feature_160,species,neutral,0.0,0.3963969
item_161,Blautia synthetic_species_018,synthetic_feature_161,species,neutral,0.0,0.13235256
item_162,Alistipes synthetic_species_017,synthetic_feature_162,species,neutral,-0.68715566,-0.16461734
item_163,Blautia synthetic_species_019,synthetic_feature_163,species,neutral,0.0,0.027011167
item_164,Gemella synthetic_species_003,synthetic_feature_164,species,CRC_enriched,0.0,0.2916912
item_165,Campylobacter synthetic_species_002,synthetic_feature_165,species,CRC_enriched,0.98943716,0.31811965
item_166,Subdoligranulum synthetic_species_017,synthetic_feature_166,species,neutral,0.0,0.17024203
item_167,Bacteroides synthetic_species_010,synthetic_feature_167,species,neutral,0.0,-0.15716073
item_168,Subdoligranulum synthetic_species_018,synthetic_feature_168,species,neutral,-0.74402034,-0.3060621
item_169,Fusobacterium synthetic_species_002,synthetic_feature_169,species,CRC_enriched,0.55635613,0.038795605
item_170,Collinsella synthetic_species_013,synthetic_feature_170,species,neutral,0.0,0.06907816
item_171,Ruminococcus synthetic_species_012,synthetic_feature_171,species,neutral,0.0,0.07662023
item_172,Blautia synthetic_species_020,synthetic_feature_172,species,neutral,0.0,-0.022614641
item_173,Clostridium synthetic_species_017,synthetic_feature_173,species,neutral,0.0,0.074626096
item_174,Bifidobacterium synthetic_species_001,synthetic_feature_174,species,healthy_enriched,-0.66856396,-0.06906942
item_175,Dorea synthetic_species_021,synthetic_feature_175,species,neutral,0.0,0.04383633
item_176,Subdoligranulum synthetic_species_019,synthetic_feature_176,species,neutral,0.0,-0.0263635
item_177,Ruminococcus synthetic_species_013,synthetic_feature_177,species,neutral,0.0,0.11608945
item_178,Roseburia synthetic_species_003,synthetic_feature_178,species,healthy_enriched,-0.6088383,-0.12516664
item_179,Ruminococcus synthetic_species_014,synthetic_feature_179,species,neutral,0.0,0.039098937
item_180,Collinsella synthetic_species_014,synthetic_feature_180,species,neutral,0.0,-0.117998384
item_181,Blautia synthetic_species_021,synthetic_feature_181,species,neutral,0.0,-0.0145391645
item_182,Oscillibacter synthetic_species_010,synthetic_feature_182,species,neutral,-0.6381838,-0.122728504
item_183,Alistipes synthetic_species_018,synthetic_feature_183,species,neutral,0.0,-0.0047887987
item_184,Ruminococcus synthetic_species_015,synthetic_feature_184,species,neutral,0.0,-0.076851085
item_185,Subdoligranulum synthetic_species_020,synthetic_feature_185,species,neutral,0.0,-0.10231045
item_186,Dorea synthetic_species_022,synthetic_feature_186,species,neutral,0.0,-0.3465754
item_187,Alistipes synthetic_species_019,synthetic_feature_187,species,neutral,0.0,0.2071873
item_188,Subdoligranulum synthetic_species_021,synthetic_feature_188,species,neutral,0.0,0.21310215
item_189,Dorea synthetic_species_023,synthetic_feature_189,species,neutral,0.0,0.3838995
item_190,Subdoligranulum synthetic_species_022,synthetic_feature_190,species,neutral,0.0,0.1563743
item_191,Subdoligranulum synthetic_species_023,synthetic_feature_191,species,neutral,0.0,0.13941443
item_192,Subdoligranulum synthetic_species_024,synthetic_feature_192,species,neutral,0.0,-0.40603882
item_193,Collinsella synthetic_species_015,synthetic_feature_193,species,neutral,0.0,-0.060263336
item_194,Clostridium synthetic_species_018,synthetic_feature_194,species,neutral,0.0,0.1810802
item_195,Subdoligranulum synthetic_species_025,synthetic_feature_195,species,neutral,0.0,-0.5291907
item_196,Peptostreptococcus synthetic_species_003,synthetic_feature_196,species,CRC_enriched,0.0,1.114471
item_197,Bacteroides synthetic_species_011,synthetic_feature_197,species,neutral,0.0,-0.3193264
item_198,Ruminococcus synthetic_species_016,synthetic_feature_198,species,neutral,0.0,0.103484236
item_199,Blautia synthetic_species_022,synthetic_feature_199,species,neutral,0.0,0.15866315
item_200,Gemella synthetic_species_004,synthetic_feature_200,species,CRC_enriched,0.6757693,0.20598352
item_201,Fusobacterium synthetic_species_003,synthetic_feature_201,species,CRC_enriched,0.0,0.29728043
item_202,Collinsella synthetic_species_016,synthetic_feature_202,species,neutral,0.0,0.018839264
item_203,Prevotella synthetic_species_014,synthetic_feature_203,species,neutral,0.0,-0.5361433
item_204,Collinsella synthetic_species_017,synthetic_feature_204,species,neutral,0.0,0.25674254
item_205,Collinsella synthetic_species_018,synthetic_feature_205,species,neutral,0.0,-0.32747194
item_206,Blautia synthetic_species_023,synthetic_feature_206,species,neutral,0.4598242,-0.23894837
item_207,Dorea synthetic_species_024,synthetic_feature_207,species,neutral,0.0,0.08591036
item_208,Dorea synthetic_species_025,synthetic_feature_208,species,neutral,0.0,-0.06465921
item_209,Blautia synthetic_species_024,synthetic_feature_209,species,neutral,0.0,0.049528357
item_210,Clostridium synthetic_species_019,synthetic_feature_210,species,neutral,0.0,0.23867325
item_211,Oscillibacter synthetic_species_011,synthetic_feature_211,species,neutral,0.0,0.024916112
item_212,Ruminococcus synthetic_species_017,synthetic_feature_212,species,neutral,0.0,0.19189493
item_213,Dorea synthetic_species_026,synthetic_feature_213,species,neutral,0.0,-0.13323347
item_214,Ruminococcus synthetic_species_018,synthetic_feature_214,species,neutral,0.0,0.3429327
item_215,Collinsella synthetic_species_019,synthetic_feature_215,species,neutral,0.0,0.32734472
item_216,Prevotella synthetic_species_015,synthetic_feature_216,species,neutral,-0.47466922,0.17334439
item_217,Dorea synthetic_species_027,synthetic_feature_217,species,neutral,0.0,0.48596463
item_218,Roseburia synthetic_species_004,synthetic_feature_218,species,healthy_enriched,-0.80737776,-0.51437163
item_219,Gemella synthetic_species_005,synthetic_feature_219,species,CRC_enriched,0.82589924,0.16271739
item_220,Oscillibacter synthetic_species_012,synthetic_feature_220,species,neutral,0.0,0.12023281
item_221,Subdoligranulum synthetic_species_026,synthetic_feature_221,species,neutral,0.0,0.16072361
item_222,Dorea synthetic_species_028,synthetic_feature_222,species,neutral,0.0,0.18125434
item_223,Bacteroides synthetic_species_012,synthetic_feature_223,species,neutral,0.0,-0.24270898
item_224,Alistipes synthetic_species_020,synthetic_feature_224,species,neutral,0.0,0.12519446
item_225,Prevotella synthetic_species_016,synthetic_feature_225,species,neutral,0.48727277,0.2583997
item_226,Clostridium synthetic_species_020,synthetic_feature_226,species,neutral,0.0,-0.012038569
item_227,Akkermansia synthetic_species_001,synthetic_feature_227,species,healthy_enriched,-0.8696616,-0.30051756
item_228,Collinsella synthetic_species_020,synthetic_feature_228,species,neutral,0.0,0.029603854
item_229,Prevotella synthetic_species_017,synthetic_feature_229,species,neutral,0.0,0.06585754
item_230,Faecalibacterium synthetic_species_002,synthetic_feature_230,species,healthy_enriched,0.0,0.09441327
item_231,Subdoligranulum synthetic_species_027,synthetic_feature_231,species,neutral,-0.5529041,0.0034872019
item_232,Ruminococcus synthetic_species_019,synthetic_feature_232,species,neutral,0.0,0.14058875
item_233,Faecalibacterium synthetic_species_003,synthetic_feature_233,species,healthy_enriched,-0.85601574,-0.34649286
item_234,Prevotella synthetic_species_018,synthetic_feature_234,species,neutral,0.0,0.08769898
item_235,Alistipes synthetic_species_021,synthetic_feature_235,species,neutral,0.0,0.31887114
item_236,Blautia synthetic_species_025,synthetic_feature_236,species,neutral,0.0,0.042172853
item_237,Oscillibacter synthetic_species_013,synthetic_feature_237,species,neutral,0.0,0.2866349
item_238,Peptostreptococcus synthetic_species_004,synthetic_feature_238,species,CRC_enriched,0.0,0.37561566
item_239,Blautia synthetic_species_026,synthetic_feature_239,species,neutral,0.0,0.0027245546
item_240,Bacteroides synthetic_species_013,synthetic_feature_240,species,neutral,0.59495676,0.5358482
item_241,Bacteroides synthetic_species_014,synthetic_feature_241,species,neutral,0.0,0.21014306
item_242,Bacteroides synthetic_species_015,synthetic_feature_242,species,neutral,0.0,0.00403577
item_243,Subdoligranulum synthetic_species_028,synthetic_feature_243,species,neutral,0.0,0.055322986
item_244,Collinsella synthetic_species_021,synthetic_feature_244,species,neutral,0.0,-0.038188327
item_245,Oscillibacter synthetic_species_014,synthetic_feature_245,species,neutral,-0.61424327,0.12408896
item_246,Faecalibacterium synthetic_species_004,synthetic_feature_246,species,healthy_enriched,0.0,-0.23105387
item_247,Bacteroides synthetic_species_016,synthetic_feature_247,species,neutral,0.0,0.23610546
item_248,Bifidobacterium synthetic_species_002,synthetic_feature_248,species,healthy_enriched,0.0,-0.7231351
item_249,Prevotella synthetic_species_019,synthetic_feature_249,species,neutral,0.0,0.009926662
item_250,Prevotella synthetic_species_020,synthetic_feature_250,species,neutral,0.0,-0.31346774
item_251,Collinsella synthetic_species_022,synthetic_feature_251,species,neutral,0.0,-0.12675107
item_252,Blautia synthetic_species_027,synthetic_feature_252,species,neutral,0.34230953,-0.34330565
item_253,Alistipes synthetic_species_022,synthetic_feature_253,species,neutral,0.0,-0.013507262
item_254,Dorea synthetic_species_029,synthetic_feature_254,species,neutral,0.0,0.060153317
item_255,Blautia synthetic_species_028,synthetic_feature_255,species,neutral,0.0,0.12854537
item_256,Porphyromonas synthetic_species_004,synthetic_feature_256,species,CRC_enriched,0.0,0.49993175
item_257,Anaerostipes synthetic_species_001,synthetic_feature_257,species,healthy_enriched,0.0,-0.37356773
item_258,Bacteroides synthetic_species_017,synthetic_feature_258,species,neutral,0.0,0.06675652
item_259,Dorea synthetic_species_030,synthetic_feature_259,species,neutral,0.0,-0.040751595
item_260,Campylobacter synthetic_species_003,synthetic_feature_260,species,CRC_enriched,0.7069873,0.33087558
item_261,Blautia synthetic_species_029,synthetic_feature_261,species,neutral,0.0,0.15491343
item_262,Oscillibacter synthetic_species_015,synthetic_feature_262,species,neutral,0.0,-0.15358663
item_263,Prevotella synthetic_species_021,synthetic_feature_263,species,neutral,0.0,0.089593366
item_264,Bacteroides synthetic_species_018,synthetic_feature_264,species,neutral,0.0,-0.32110235
item_265,Collinsella synthetic_species_023,synthetic_feature_265,species,neutral,0.0,0.09125136
item_266,Prevotella synthetic_species_022,synthetic_feature_266,species,neutral,0.0,0.28376848
item_267,Collinsella synthetic_species_024,synthetic_feature_267,species,neutral,0.0,0.058544233
item_268,Subdoligranulum synthetic_species_029,synthetic_feature_268,species,neutral,0.0,0.008870882
item_269,Ruminococcus synthetic_species_020,synthetic_feature_269,species,neutral,0.0,-0.096087545
item_270,Collinsella synthetic_species_025,synthetic_feature_270,species,neutral,0.0,-0.11812446
item_271,Blautia synthetic_species_030,synthetic_feature_271,species,neutral,-0.3174381,-0.035604484
item_272,Prevotella synthetic_species_023,synthetic_feature_272,species,neutral,0.0,0.13962707
item_273,Oscillibacter synthetic_species_016,synthetic_feature_273,species,neutral,-0.47049057,-0.18931423
item_274,Alistipes synthetic_species_023,synthetic_feature_274,species,neutral,0.0,-0.04326555
item_275,Oscillibacter synthetic_species_017,synthetic_feature_275,species,neutral,0.0,-0.011528273
item_276,Blautia synthetic_species_031,synthetic_feature_276,species,neutral,0.0,-0.21740164
item_277,Prevotella synthetic_species_024,synthetic_feature_277,species,neutral,0.0,-0.13448107
item_278,Coprococcus synthetic_species_004,synthetic_feature_278,species,healthy_enriched,0.0,-0.049901314
item_279,Prevotella synthetic_species_025,synthetic_feature_279,species,neutral,0.0,0.083292164
item_280,Collinsella synthetic_species_026,synthetic_feature_280,species,neutral,0.0,-0.21884963
item_281,Subdoligranulum synthetic_species_030,synthetic_feature_281,species,neutral,0.0,-0.1030796
item_282,Subdoligranulum synthetic_species_031,synthetic_feature_282,species,neutral,0.0,-0.0890876
item_283,Oscillibacter synthetic_species_018,synthetic_feature_283,species,neutral,0.0,-0.12558986
item_284,Dorea synthetic_species_031,synthetic_feature_284,species,neutral,0.0,-0.38408574
item_285,Gemella synthetic_species_006,synthetic_feature_285,species,CRC_enriched,0.5639813,0.30910814
item_286,Ruminococcus synthetic_species_021,synthetic_feature_286,species,neutral,0.0,-0.01629598
item_287,Subdoligranulum synthetic_species_032,synthetic_feature_287,species,neutral,0.0,-0.1293038
item_288,Porphyromonas synthetic_species_005,synthetic_feature_288,species,CRC_enriched,0.0,0.12959337
item_289,Campylobacter synthetic_species_004,synthetic_feature_289,species,CRC_enriched,0.0,0.49202797
item_290,Eubacterium synthetic_species_002,synthetic_feature_290,species,healthy_enriched,-0.95504105,0.043409333
item_291,Clostridium synthetic_species_021,synthetic_feature_291,species,neutral,0.0,-0.01621867
item_292,Alistipes synthetic_species_024,synthetic_feature_292,species,neutral,0.0,-0.24995652
item_293,Clostridium synthetic_species_022,synthetic_feature_293,species,neutral,0.0,0.17859495
item_294,Bacteroides synthetic_species_019,synthetic_feature_294,species,neutral,0.0,0.12228598
item_295,Prevotella synthetic_species_026,synthetic_feature_295,species,neutral,0.0,-0.05043846
item_296,Ruminococcus synthetic_species_022,synthetic_feature_296,species,neutral,0.0,-0.19397408
item_297,Dorea synthetic_species_032,synthetic_feature_297,species,neutral,0.0,0.37221983
item_298,Clostridium synthetic_species_023,synthetic_feature_298,species,neutral,0.0,-0.08377464
item_299,Ruminococcus synthetic_species_023,synthetic_feature_299,species,neutral,0.0,-0.4163697
