item_id,taxon_name,T,taxon_direction,S,F
item_068,Synthetic taxon 068,0.700768232,healthy_enriched,0.656527679,0
item_069,Synthetic taxon 069,0.658337593,healthy_enriched,0.750276659,0
item_070,Synthetic taxon 070,0.670497119,healthy_enriched,0.732709628,0.2
item_071,Synthetic taxon 071,0.621475756,healthy_enriched,0.624131711,0.4
item_072,Synthetic taxon 072,0.718145847,healthy_enriched,0.701480648,0.6
item_073,Synthetic taxon 073,0.732416689,healthy_enriched,0.787898948,0.4
item_074,Synthetic taxon 074,0.670891047,healthy_enriched,0.778290128,0.2
item_075,Synthetic taxon 075,0.713466465,healthy_enriched,0.772781536,0.4
item_076,Synthetic taxon 076,0.578423917,healthy_enriched,0.710708944,0.4
item_077,Synthetic taxon 077,0.645816743,healthy_enriched,0.771077857,0.2
item_078,Synthetic taxon 078,0.755003273,healthy_enriched,0.806818641,0.4
item_079,Synthetic taxon 079,0.696807742,healthy_enriched,0.670534486,0.2
item_080,Synthetic taxon 080,0.652457178,healthy_enriched,0.768703952,0.2
item_081,Synthetic taxon 081,0.605272949,healthy_enriched,0.796689103,0.4
item_082,Synthetic taxon 082,0.730115652,healthy_enriched,1,0.2
item_083,Synthetic taxon 083,0.659737647,healthy_enriched,0.83954811,0.2
item_084,Synthetic taxon 084,0.689015031,healthy_enriched,0.822401587,0
item_085,Synthetic taxon 085,0.60024941,healthy_enriched,0.629573498,0.2
item_086,Synthetic taxon 086,0.640437841,healthy_enriched,0.66559765,0.2
item_087,Synthetic taxon 087,0.763848662,healthy_enriched,0.800838413,0.4
item_088,Synthetic taxon 088,0.654885113,healthy_enriched,0.813565397,0.2
item_089,Synthetic taxon 089,0.551030397,healthy_enriched,0.644599384,0.2
item_090,Synthetic taxon 090,0.647530675,healthy_enriched,0.770431813,0.2
item_091,Synthetic taxon 091,0.853630841,healthy_enriched,0.723564937,0.4
item_092,Synthetic taxon 092,0.55423671,healthy_enriched,0.562351102,0.4
item_093,Synthetic taxon 093,0.664413691,healthy_enriched,0.688443548,0.2
item_094,Synthetic taxon 094,0.72733748,healthy_enriched,0.77386991,0.4
item_095,Synthetic taxon 095,0.664806902,healthy_enriched,0.783944439,0.2
item_096,Synthetic taxon 096,0.614827573,healthy_enriched,0.67172412,0.2
item_097,Synthetic taxon 097,0.593851507,healthy_enriched,0.805539984,0.4
item_098,Synthetic taxon 098,0.630215168,healthy_enriched,0.714085029,0.4
item_099,Synthetic taxon 099,0.784434557,healthy_enriched,0.885115045,0.4
item_100,Synthetic taxon 100,0.651984215,healthy_enriched,0.754503681,0.2
item_101,Synthetic taxon 101,0.764760971,healthy_enriched,0.715465302,0.6
item_102,Synthetic taxon 102,0.747117817,healthy_enriched,0.867011027,0.2
item_103,Synthetic taxon 103,0.640665174,healthy_enriched,0.86251137,0.4
item_104,Synthetic taxon 104,0.696495831,healthy_enriched,0.736700632,0.2
item_105,Synthetic taxon 105,0.663698614,healthy_enriched,0.734941302,0.6
item_106,Synthetic taxon 106,0.788081169,healthy_enriched,0.935084392,0.4
item_107,Synthetic taxon 107,0.686120689,healthy_enriched,0.812267653,0.2
item_108,Synthetic taxon 108,0.737567604,healthy_enriched,0.716821408,0.2
item_109,Synthetic taxon 109,0.819618523,healthy_enriched,0.71055242,0.4
item_110,Synthetic taxon 110,0.616285086,healthy_enriched,0.784602943,0.4
item_111,Synthetic taxon 111,0.699809968,healthy_enriched,0.747060782,0.4
item_112,Synthetic taxon 112,0.731472135,healthy_enriched,0.726501834,0.4
item_113,Synthetic taxon 113,0.699267566,healthy_enriched,0.692290619,0.4
item_114,Synthetic taxon 114,0.513870776,healthy_enriched,0.603439521,0.4
item_115,Synthetic taxon 115,0.758585215,healthy_enriched,0.67388671,0.4
item_116,Synthetic taxon 116,0.673453152,healthy_enriched,0.722080062,0.2
item_117,Synthetic taxon 117,0.595968783,healthy_enriched,0.764701943,0.4
item_118,Synthetic taxon 118,0.727021277,healthy_enriched,0.642186551,0
item_119,Synthetic taxon 119,0.613429844,healthy_enriched,0.82639977,0
item_120,Synthetic taxon 120,0.68039608,healthy_enriched,0.855562298,0
item_121,Synthetic taxon 121,0.659027278,healthy_enriched,0.836902393,0.2
item_122,Synthetic taxon 122,0.664475262,healthy_enriched,0.731176333,0.4
item_123,Synthetic taxon 123,0.78217417,healthy_enriched,0.794204996,0.2
item_124,Synthetic taxon 124,0.687718272,healthy_enriched,0.770690502,0.4
item_125,Synthetic taxon 125,0.76444304,healthy_enriched,0.668989504,0.4
item_126,Synthetic taxon 126,0.769980252,healthy_enriched,0.725533882,0.2
item_127,Synthetic taxon 127,0.714769304,healthy_enriched,0.813339009,0.4
item_128,Synthetic taxon 128,0.697201014,healthy_enriched,0.653552894,0.2
item_129,Synthetic taxon 129,0.753740072,healthy_enriched,0.733072583,0.2
item_130,Synthetic taxon 130,0.734438241,healthy_enriched,0.765541683,0.4
item_131,Synthetic taxon 131,0.696466506,healthy_enriched,0.684487496,0.2
item_132,Synthetic taxon 132,0.619304836,healthy_enriched,0.791229702,0
item_133,Synthetic taxon 133,0.609788954,healthy_enriched,0.650623824,0.2
item_134,Synthetic taxon 134,0.682858884,healthy_enriched,0.834353273,0.4
item_135,Synthetic taxon 135,0.617016792,healthy_enriched,0.817083306,0.4
item_136,Synthetic taxon 136,0.711385608,healthy_enriched,0.762498581,0.2
item_137,Synthetic taxon 137,0.630391121,healthy_enriched,0.711501026,0
item_138,Synthetic taxon 138,0.603239655,healthy_enriched,0.674557009,0.2
item_139,Synthetic taxon 139,0.681350768,healthy_enriched,0.877937166,0.2
item_140,Synthetic taxon 140,0.651374459,healthy_enriched,0.87684823,0.2
item_141,Synthetic taxon 141,0.643178642,healthy_enriched,0.821568714,0.4
item_142,Synthetic taxon 142,0.678615153,healthy_enriched,0.601180653,0.2
item_143,Synthetic taxon 143,0.685743332,healthy_enriched,0.85980363,0.2
item_144,Synthetic taxon 144,0.710663497,healthy_enriched,0.856170284,0.2
item_145,Synthetic taxon 145,0.727257311,healthy_enriched,0.694729867,0.2
item_146,Synthetic taxon 146,0.771500885,healthy_enriched,0.613996078,0
item_147,Synthetic taxon 147,0.803218603,healthy_enriched,0.855579137,0.4
item_148,Synthetic taxon 148,0.717205465,healthy_enriched,0.703914551,0.4
item_149,Synthetic taxon 149,0.728511333,healthy_enriched,0.705738785,0.4
item_150,Synthetic taxon 150,0.0156444516,healthy_enriched,0.324602777,0.2
item_151,Synthetic taxon 151,0.0384252742,healthy_enriched,0.276937402,0.2
item_152,Synthetic taxon 152,0.0691647455,CRC_enriched,0.259940216,0.2
item_153,Synthetic taxon 153,0.120951839,CRC_enriched,0.331028346,0.2
item_154,Synthetic taxon 154,0.134675741,healthy_enriched,0.241020561,0.2
item_155,Synthetic taxon 155,0.0459041633,CRC_enriched,0.459880131,0
item_156,Synthetic taxon 156,0.0913071111,CRC_enriched,0.258112177,0.2
item_157,Synthetic taxon 157,0.151223227,CRC_enriched,0.474752258,0.2
item_158,Synthetic taxon 158,0.00110329397,CRC_enriched,0.400102859,0.4
item_159,Synthetic taxon 159,0.186667606,CRC_enriched,0.441713471,0
item_160,Synthetic taxon 160,0.118863732,CRC_enriched,0.454448809,0
item_161,Synthetic taxon 161,0.0852927268,CRC_enriched,0.336561597,0
item_162,Synthetic taxon 162,0.0810729265,CRC_enriched,0.326560944,0.2
item_163,Synthetic taxon 163,0.111027181,CRC_enriched,0.492090927,0.2
item_164,Synthetic taxon 164,0.000510449754,healthy_enriched,0.644165348,0
item_165,Synthetic taxon 165,0.238980442,CRC_enriched,0.477914958,0
item_166,Synthetic taxon 166,0.0147127006,CRC_enriched,0.302876193,0.2
item_167,Synthetic taxon 167,0.128726915,CRC_enriched,0.308720136,0.2
item_168,Synthetic taxon 168,0.0473225862,CRC_enriched,0.159321942,0
item_169,Synthetic taxon 169,0.0916523039,CRC_enriched,0.32381061,0.2
item_170,Synthetic taxon 170,0.0547967963,CRC_enriched,0.251350174,0
item_171,Synthetic taxon 171,0.186795637,CRC_enriched,0.403972226,0.4
item_172,Synthetic taxon 172,0.0420121513,CRC_enriched,0.309094719,0.4
item_173,Synthetic taxon 173,0.0343983434,healthy_enriched,0.214351803,0
item_174,Synthetic taxon 174,0.0479275882,CRC_enriched,0.304475762,0.2
item_175,Synthetic taxon 175,0.0625989139,healthy_enriched,0.52759059,0.2
item_176,Synthetic taxon 176,0.0661949366,CRC_enriched,0.410916267,0.2
item_177,Synthetic taxon 177,0.186559647,CRC_enriched,0.450469314,0.2
item_178,Synthetic taxon 178,0.0646104366,CRC_enriched,0.265991732,0.4
item_179,Synthetic taxon 179,0.0933455229,CRC_enriched,0.355576239,0
item_180,Synthetic taxon 180,0.00736429775,CRC_enriched,0.236149902,0.2
item_181,Synthetic taxon 181,0.0108504342,healthy_enriched,0.417015541,0
item_182,Synthetic taxon 182,0.129493117,CRC_enriched,0.443759634,0
item_183,Synthetic taxon 183,0.0942483693,CRC_enriched,0.249024642,0.2
item_184,Synthetic taxon 184,0.107909702,CRC_enriched,0.525385172,0.2
item_185,Synthetic taxon 185,0.105951868,CRC_enriched,0.480542096,0
item_186,Synthetic taxon 186,0.110362969,CRC_enriched,0.293323404,0.4
item_187,Synthetic taxon 187,0.0302573238,CRC_enriched,0.299040986,0.2
item_188,Synthetic taxon 188,0.0658777952,CRC_enriched,0.391598382,0.2
item_189,Synthetic taxon 189,0.177864879,CRC_enriched,0.219385849,0.2
item_190,Synthetic taxon 190,0.0232254639,CRC_enriched,0.388119341,0.2
item_191,Synthetic taxon 191,0.0364725925,CRC_enriched,0.249404578,0
item_192,Synthetic taxon 192,0.0836642832,CRC_enriched,0.260573092,0
item_193,Synthetic taxon 193,0.0815063193,CRC_enriched,0.47010236,0.4
item_194,Synthetic taxon 194,0.000460629846,healthy_enriched,0.43563735,0
item_195,Synthetic taxon 195,0.0970385671,CRC_enriched,0.307888881,0
item_196,Synthetic taxon 196,0.00892259832,CRC_enriched,0.277598521,0.2
item_197,Synthetic taxon 197,0.151627138,CRC_enriched,0.694099185,0.2
item_198,Synthetic taxon 198,0.0975849256,CRC_enriched,0.295541901,0.2
item_199,Synthetic taxon 199,0.0249953885,CRC_enriched,0.284288432,0.2
item_200,Synthetic taxon 200,0.0943133309,CRC_enriched,0.368524665,0
item_201,Synthetic taxon 201,0.0339833237,CRC_enriched,0.423732076,0
item_202,Synthetic taxon 202,0.0105828643,CRC_enriched,0.269301678,0.4
item_203,Synthetic taxon 203,0.0369459763,CRC_enriched,0.293389123,0.4
item_204,Synthetic taxon 204,0.0522996448,CRC_enriched,0.221095595,0
item_205,Synthetic taxon 205,0.0217515044,CRC_enriched,0.189496867,0.2
item_206,Synthetic taxon 206,0.148354292,CRC_enriched,0.390668984,0.4
item_207,Synthetic taxon 207,0.0336390473,healthy_enriched,0.226506795,0.2
item_208,Synthetic taxon 208,0.0178002771,CRC_enriched,0.177988874,0
item_209,Synthetic taxon 209,0.0682674572,CRC_enriched,0.3901092,0.4
item_210,Synthetic taxon 210,0.162731782,CRC_enriched,0.300657821,0
item_211,Synthetic taxon 211,0.139473692,CRC_enriched,0.349147581,0.4
item_212,Synthetic taxon 212,0.0846778303,CRC_enriched,0.289343383,0
item_213,Synthetic taxon 213,0.102282472,CRC_enriched,0.479731183,0
item_214,Synthetic taxon 214,0.158506826,CRC_enriched,0.357558206,0.4
item_215,Synthetic taxon 215,0.0673386902,CRC_enriched,0.43637252,0.2
item_216,Synthetic taxon 216,0.0630836114,CRC_enriched,0.346422183,0.2
item_217,Synthetic taxon 217,0.123308666,CRC_enriched,0.256179796,0
item_218,Synthetic taxon 218,0.0742572471,CRC_enriched,0.155469347,0
item_219,Synthetic taxon 219,0.151699468,CRC_enriched,0.404840917,0
item_220,Synthetic taxon 220,0.0697678626,healthy_enriched,0.261769289,0
item_221,Synthetic taxon 221,0.0704120323,CRC_enriched,0.215514451,0.4
item_222,Synthetic taxon 222,0.0575427338,CRC_enriched,0.38347865,0.2
item_223,Synthetic taxon 223,0.114556827,CRC_enriched,0.40694073,0
item_224,Synthetic taxon 224,0.047366973,CRC_enriched,0.303014661,0
item_225,Synthetic taxon 225,0.0924812108,CRC_enriched,0.428788589,0
item_226,Synthetic taxon 226,0.0164800826,CRC_enriched,0.389399619,0.2
item_227,Synthetic taxon 227,0.0509563275,CRC_enriched,0.284869385,0
item_228,Synthetic taxon 228,0.124352939,CRC_enriched,0.581050992,0
item_229,Synthetic taxon 229,0.121113479,CRC_enriched,0.491192447,0.2
item_230,Synthetic taxon 230,0.0815219954,CRC_enriched,0.478496043,0
item_231,Synthetic taxon 231,0.0365378335,healthy_enriched,0.313416996,0
item_232,Synthetic taxon 232,0.0513567105,CRC_enriched,0.389589435,0
item_233,Synthetic taxon 233,0.0654257759,CRC_enriched,0.430365345,0.4
item_234,Synthetic taxon 234,0.118068531,CRC_enriched,0.488049429,0.4
item_235,Synthetic taxon 235,0.0599583983,CRC_enriched,0.295816232,0.4
item_236,Synthetic taxon 236,0.0735471994,CRC_enriched,0.339036967,0.2
item_237,Synthetic taxon 237,0.0927427784,CRC_enriched,0.225851229,0
item_238,Synthetic taxon 238,0.095155932,CRC_enriched,0.432278051,0.2
item_239,Synthetic taxon 239,0.083975859,CRC_enriched,0.497043791,0
item_240,Synthetic taxon 240,0.054319296,CRC_enriched,0.300997263,0
item_241,Synthetic taxon 241,0.0855454057,CRC_enriched,0.290535138,0.2
item_242,Synthetic taxon 242,0.000898422964,CRC_enriched,0.35837323,0
item_243,Synthetic taxon 243,0.215197876,CRC_enriched,0.42840698,0
item_244,Synthetic taxon 244,0.0256860815,CRC_enriched,0.40646215,0
item_245,Synthetic taxon 245,0.140536174,CRC_enriched,0.403636924,0
item_246,Synthetic taxon 246,0.0717776492,CRC_enriched,0.319163173,0
item_247,Synthetic taxon 247,0.0541397147,CRC_enriched,0.316235021,0
item_248,Synthetic taxon 248,0.0862808973,CRC_enriched,0.383974751,0.2
item_249,Synthetic taxon 249,0.169173598,CRC_enriched,0.353030781,0.2
item_250,Synthetic taxon 250,0.0613378063,CRC_enriched,0.380684942,0.2
item_251,Synthetic taxon 251,0.00966914278,healthy_enriched,0.396110927,0
item_252,Synthetic taxon 252,0.126190215,CRC_enriched,0.411487067,0.2
item_253,Synthetic taxon 253,0.0346903838,healthy_enriched,0.270362649,0
item_254,Synthetic taxon 254,0.0284196418,CRC_enriched,0.170271399,0.4
item_255,Synthetic taxon 255,0.0422905572,CRC_enriched,0.342217721,0
item_256,Synthetic taxon 256,0.084235765,CRC_enriched,0.360867661,0.4
item_257,Synthetic taxon 257,0.0968959555,CRC_enriched,0.218781567,0.2
item_258,Synthetic taxon 258,0.155488923,CRC_enriched,0.381387681,0.2
item_259,Synthetic taxon 259,0.0294090044,CRC_enriched,0.441038071,0.2
item_260,Synthetic taxon 260,0.0411884896,CRC_enriched,0.21971344,0.2
item_261,Synthetic taxon 261,0.0483399369,CRC_enriched,0.273985731,0
item_262,Synthetic taxon 262,0.0694842115,CRC_enriched,0.29812973,0
item_263,Synthetic taxon 263,0.150008395,CRC_enriched,0.445651906,0
item_264,Synthetic taxon 264,0.0703460351,CRC_enriched,0.26965873,0.4
item_265,Synthetic taxon 265,0.0501151718,CRC_enriched,0.280518393,0
item_266,Synthetic taxon 266,0.0201695804,CRC_enriched,0.221703538,0.2
item_267,Synthetic taxon 267,0.109696217,CRC_enriched,0.29704525,0.2
item_268,Synthetic taxon 268,0.120234817,CRC_enriched,0.429450785,0.2
item_269,Synthetic taxon 269,0.073276706,CRC_enriched,0.41789013,0.4
item_270,Synthetic taxon 270,0.094439894,CRC_enriched,0.286667081,0.2
item_271,Synthetic taxon 271,0.143450513,CRC_enriched,0.42892723,0.2
item_272,Synthetic taxon 272,0.0114418017,healthy_enriched,0.319824781,0
item_273,Synthetic taxon 273,0.0392846204,CRC_enriched,0.346088894,0
item_274,Synthetic taxon 274,0.0468154028,CRC_enriched,0.259635679,0
item_275,Synthetic taxon 275,0.0256018024,CRC_enriched,0.240455819,0.4
item_276,Synthetic taxon 276,0.0945503414,CRC_enriched,0.389067733,0.4
item_277,Synthetic taxon 277,0.143332303,CRC_enriched,0.312506953,0.2
item_278,Synthetic taxon 278,0.0701247677,CRC_enriched,0.352237355,0
item_279,Synthetic taxon 279,0.04021791,CRC_enriched,0.41542233,0
item_280,Synthetic taxon 280,0.00512617175,healthy_enriched,0.344302448,0.2
item_281,Synthetic taxon 281,0.0351612233,CRC_enriched,0.221511112,0.4
item_282,Synthetic taxon 282,0.134697914,CRC_enriched,0.366775572,0
item_283,Synthetic taxon 283,0.0990605801,CRC_enriched,0.259086897,0
item_284,Synthetic taxon 284,0.132616192,CRC_enriched,0.308785854,0
item_285,Synthetic taxon 285,0.175407901,CRC_enriched,0.528202383,0.2
item_286,Synthetic taxon 286,0.146323919,CRC_enriched,0.182415992,0.2
item_287,Synthetic taxon 287,0.0426896177,CRC_enriched,0.187264221,0.2
item_288,Synthetic taxon 288,0.0551917106,CRC_enriched,0.245835968,0.2
item_289,Synthetic taxon 289,0.156465247,CRC_enriched,0.354285503,0
item_290,Synthetic taxon 290,0.10677553,CRC_enriched,0.507224187,0.2
item_291,Synthetic taxon 291,0.0123341931,CRC_enriched,0.333066591,0.4
item_292,Synthetic taxon 292,0.168840662,CRC_enriched,0.241332886,0.2
item_293,Synthetic taxon 293,0.152847469,CRC_enriched,0.331721274,0.2
item_294,Synthetic taxon 294,0.0360420868,healthy_enriched,0.257828659,0
item_295,Synthetic taxon 295,0.100293763,CRC_enriched,0.185842202,0
item_296,Synthetic taxon 296,0.0531275459,CRC_enriched,0.314656315,0.2
item_297,Synthetic taxon 297,0.128815249,CRC_enriched,0.358930981,0
item_298,Synthetic taxon 298,0.0438329019,CRC_enriched,0.234689432,0.2
item_299,Synthetic taxon 299,0.0698129088,healthy_enriched,0.446329727,0.2
item_300,Synthetic taxon 300,0.101323768,CRC_enriched,0.450332017,0
item_301,Synthetic taxon 301,0.0686391518,CRC_enriched,0.323120811,0
item_302,Synthetic taxon 302,0.0215170421,CRC_enriched,0.36606959,0
item_303,Synthetic taxon 303,0.0371133387,CRC_enriched,0.113634877,0
item_304,Synthetic taxon 304,0.0563876703,CRC_enriched,0.228296406,0.2
item_305,Synthetic taxon 305,0.0306958407,CRC_enriched,0.267818054,0.2
item_306,Synthetic taxon 306,0.112823777,CRC_enriched,0.477022153,0.2
item_307,Synthetic taxon 307,0.15767619,CRC_enriched,0.398075305,0.4
item_308,Synthetic taxon 308,0.00260012108,healthy_enriched,0.279645847,0
item_309,Synthetic taxon 309,0.0627434105,CRC_enriched,0.302373041,0
item_310,Synthetic taxon 310,0.205118239,CRC_enriched,0.591155261,0.2
item_311,Synthetic taxon 311,0.128268644,CRC_enriched,0.301140282,0
item_312,Synthetic taxon 312,0.0800532177,CRC_enriched,0.424337126,0
item_313,Synthetic taxon 313,0.0077204816,healthy_enriched,0.363785785,0.6
item_314,Synthetic taxon 314,0.120917626,CRC_enriched,0.241599648,0.2
item_315,Synthetic taxon 315,0.0581962019,CRC_enriched,0.196798008,0.4
item_316,Synthetic taxon 316,0.0866274685,CRC_enriched,0.360956652,0.2
item_317,Synthetic taxon 317,0.169985667,CRC_enriched,0.407349892,0.2
item_318,Synthetic taxon 318,0.0701755583,CRC_enriched,0.357751235,0
item_319,Synthetic taxon 319,0.0469363704,CRC_enriched,0.260932694,0.2
item_320,Synthetic taxon 320,0.00599252293,healthy_enriched,0.311280453,0
item_321,Synthetic taxon 321,0.0298592672,CRC_enriched,0.351091749,0.2
item_322,Synthetic taxon 322,0.136418059,CRC_enriched,0.553993574,0.2
item_323,Synthetic taxon 323,0.151287571,CRC_enriched,0.4607791,0
item_324,Synthetic taxon 324,0.0831458196,CRC_enriched,0.384187733,0.2
item_325,Synthetic taxon 325,0.141680896,CRC_enriched,0.24396703,0
item_326,Synthetic taxon 326,0.118926622,CRC_enriched,0.475550964,0
item_327,Synthetic taxon 327,0.0294418614,CRC_enriched,0.258960649,0
item_328,Synthetic taxon 328,0.128291503,CRC_enriched,0.247898332,0.2
item_329,Synthetic taxon 329,0.171330422,CRC_enriched,0.454864694,0.2
item_330,Synthetic taxon 330,0.0749869794,CRC_enriched,0.511116539,0.4
item_331,Synthetic taxon 331,0.113387316,CRC_enriched,0.358564766,0.4
item_332,Synthetic taxon 332,0.0614093952,CRC_enriched,0.147470228,0
item_333,Synthetic taxon 333,0.0335524119,healthy_enriched,0.286268315,0.2
item_334,Synthetic taxon 334,0.0757526904,CRC_enriched,0.321991752,0.2
item_335,Synthetic taxon 335,0.0526978262,CRC_enriched,0.231857301,0
item_336,Synthetic taxon 336,0.144892648,CRC_enriched,0.309744174,0
item_337,Synthetic taxon 337,0.0111820223,CRC_enriched,0.322697314,0
item_338,Synthetic taxon 338,0.0401479863,CRC_enriched,0.328651968,0.2
item_339,Synthetic taxon 339,0.131119654,CRC_enriched,0.331593215,0
item_340,Synthetic taxon 340,0.0884055272,CRC_enriched,0.433568777,0
item_341,Synthetic taxon 341,0.115217209,CRC_enriched,0.217617907,0
item_342,Synthetic taxon 342,0.134209961,CRC_enriched,0.246340159,0.2
item_343,Synthetic taxon 343,0.156434253,CRC_enriched,0.49350874,0
item_344,Synthetic taxon 344,0.0517934337,CRC_enriched,0.299969574,0.2
item_345,Synthetic taxon 345,0.062966004,CRC_enriched,0.274757772,0
item_346,Synthetic taxon 346,0.0558742359,CRC_enriched,0.443556592,0.2
item_347,Synthetic taxon 347,0.103163309,CRC_enriched,0.356052339,0
item_348,Synthetic taxon 348,0.0561180599,CRC_enriched,0.183158766,0.4
item_349,Synthetic taxon 349,0.0653424039,CRC_enriched,0.331374712,0.2
item_350,Synthetic taxon 350,0.0785903484,CRC_enriched,0.27528999,0.2
item_351,Synthetic taxon 351,0.0432464965,CRC_enriched,0.207545454,0
item_352,Synthetic taxon 352,0.0281897038,CRC_enriched,0.193333986,0.2
item_353,Synthetic taxon 353,0.12827687,CRC_enriched,0.500931896,0
item_354,Synthetic taxon 354,0.146043316,CRC_enriched,0.230254196,0
item_355,Synthetic taxon 355,0.0378760286,CRC_enriched,0.422174573,0.4
item_356,Synthetic taxon 356,0.0583725832,CRC_enriched,0.311984778,0.4
item_357,Synthetic taxon 357,0.109200746,CRC_enriched,0.235576942,0.2
item_358,Synthetic taxon 358,0.0341937877,CRC_enriched,0.226777972,0.2
